Lon Lat sand clay silt orgc ph bulkdensity cn soilc depth awc bedrockfrac
56.2500 85.0965 0.6476 0.1289 0.2235 0.00000 6.497 1500.0 12.0 0.0000 1.5855 169.32 0.0628
59.0625 85.0965 0.6488 0.1283 0.2229 0.00000 6.494 1500.0 12.0 0.0000 1.5073 160.79 0.0628
61.8750 85.0965 0.6460 0.1297 0.2243 0.00000 6.500 1500.0 12.0 0.0000 1.3932 148.98 0.0628
64.6875 85.0965 0.6452 0.1301 0.2247 0.00000 6.502 1500.0 12.0 0.0000 1.3233 141.61 0.0628
67.5000 85.0965 0.6067 0.1493 0.2440 0.00000 6.579 1500.0 12.0 0.0000 0.9417 104.22 0.0628
70.3125 85.0965 0.5850 0.1602 0.2548 0.00000 6.623 1500.0 12.0 0.0000 0.7993 90.11 0.0628
73.1250 85.0965 0.5442 0.1806 0.2752 0.00000 6.705 1500.0 12.0 0.0000 0.6348 74.03 0.0628
75.9375 85.0965 0.5350 0.1852 0.2798 0.00000 6.723 1500.0 12.0 0.0000 0.6058 71.17 0.0628
78.7500 85.0965 0.5161 0.1947 0.2893 0.00000 6.761 1500.0 12.0 0.0000 0.5627 67.12 0.0628
81.5625 85.0965 0.5097 0.1978 0.2925 0.00000 6.774 1500.0 12.0 0.0000 0.5605 67.20 0.0628
84.3750 85.0965 0.5033 0.2010 0.2957 0.00000 6.787 1500.0 12.0 0.0000 0.4711 56.77 0.0628
87.1875 85.0965 0.4989 0.2032 0.2979 0.00000 6.796 1500.0 12.0 0.0000 0.4877 58.97 0.0628
90.0000 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.4580 55.48 0.0628
92.8125 85.0965 0.4968 0.2042 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.4310 52.20 0.0628
95.6250 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.4099 49.65 0.0628
98.4375 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.3910 47.36 0.0628
101.2500 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.3749 45.41 0.0628
104.0625 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.3628 43.94 0.0628
106.8750 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.3547 42.96 0.0628
109.6875 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.3499 42.38 0.0628
112.5000 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.3491 42.29 0.0628
115.3125 85.0965 0.4788 0.2151 0.3061 0.00000 7.000 1500.0 12.0 0.0000 0.3488 42.80 0.0628
118.1250 85.0965 0.4507 0.2321 0.3172 0.00000 7.314 1500.0 12.0 0.0000 0.3512 43.95 0.0628
120.9375 85.0965 0.4627 0.2248 0.3124 0.00000 7.180 1500.0 12.0 0.0000 0.3670 45.55 0.0628
123.7500 85.0965 0.4592 0.2287 0.3121 0.00000 7.205 1500.0 12.0 0.0000 0.3853 47.88 0.0628
126.5625 85.0965 0.4967 0.2043 0.2990 0.00000 6.800 1500.0 12.0 0.0000 0.4296 52.04 0.0628
