Lon Lat sand clay silt orgc ph bulkdensity cn soilc depth awc bedrockfrac andic pfixation
112.5000 69.2130 0.4189 0.2488 0.3323 0.00000 7.629 1500.0 12.0 0.0000 0.1413 18.10 0.0628 0.0000 0.0000
118.1250 69.2130 0.4740 0.2174 0.3086 0.00000 7.069 1500.0 12.0 0.0000 0.1032 12.70 0.0628 0.0000 0.0000
123.7500 69.2130 0.4891 0.2079 0.3030 0.00000 6.896 1500.0 12.0 0.0000 0.0891 10.85 0.0628 0.0000 0.0000
129.3750 69.2130 0.4168 0.2539 0.3293 0.00000 7.643 1500.0 12.0 0.0000 0.0820 10.50 0.0628 0.0000 0.0000
135.0000 69.2130 0.3670 0.2858 0.3473 0.00000 8.242 1500.0 12.0 0.0000 0.0854 11.30 0.0628 0.0000 0.0000
140.6250 69.2130 0.3953 0.2677 0.3370 0.00000 7.936 1500.0 12.0 0.0000 0.0878 11.40 0.0628 0.0000 0.0000
146.2500 69.2130 0.5879 0.1582 0.2539 0.00000 7.102 1500.0 12.0 0.0000 0.3203 36.04 0.0628 0.0000 0.0000
151.8750 69.2130 0.4416 0.2254 0.3330 0.00000 7.210 1500.0 12.0 0.0000 0.2542 32.24 0.0628 0.0000 0.0003
157.5000 69.2130 0.4366 0.2291 0.3342 0.00000 7.243 1500.0 12.0 0.0000 0.1732 22.03 0.0649 0.0000 0.0001
163.1250 69.2130 0.4394 0.2297 0.3308 0.00000 6.964 1500.0 12.0 0.0000 0.0848 10.75 0.0644 0.0000 0.0000
-106.8750 69.2130 0.4776 0.1993 0.3231 0.00000 7.104 1499.9 12.0 0.0000 0.1486 18.42 0.0628 0.0000 0.0005
-101.2500 69.2130 0.5182 0.1811 0.3007 0.00000 7.133 1499.9 12.0 0.0000 0.1943 23.31 0.0628 0.0000 0.0005
-95.6250 69.2130 0.4749 0.2225 0.3026 0.00000 7.846 1500.0 12.0 0.0000 0.1981 24.31 0.0628 0.0000 0.0003
-90.0000 69.2130 0.5365 0.1893 0.2741 0.00000 7.473 1500.0 12.0 0.0000 0.2557 29.92 0.0628 0.0000 0.0000
-84.3750 69.2130 0.4668 0.2243 0.3089 0.00000 7.394 1500.0 12.0 0.0000 0.1517 18.76 0.0628 0.0000 0.0000
-78.7500 69.2130 0.3963 0.2606 0.3432 0.00000 7.633 1500.0 12.0 0.0000 0.1277 16.63 0.0628 0.0000 0.0000
-73.1250 69.2130 0.4459 0.2478 0.3063 0.00000 7.632 1500.0 12.0 0.0000 0.3647 45.47 0.0628 0.0000 0.0000
-67.5000 69.2130 0.7147 0.0853 0.2001 0.00000 6.416 1500.0 12.0 0.0000 1.3552 137.04 0.0628 0.0000 0.0000
-61.8750 69.2130 0.6252 0.1368 0.2380 0.00000 6.886 1500.0 12.0 0.0000 0.9059 98.88 0.0628 0.0000 0.0000
-56.2500 69.2130 0.5730 0.1507 0.2764 0.00000 6.886 1499.9 12.0 0.0000 0.7717 88.73 0.0628 0.0000 0.0006
0.0000 63.6786 0.4312 0.2376 0.3311 0.00000 7.070 1499.8 12.0 0.0000 0.2428 30.92 0.0854 0.0001 0.0008
5.6250 63.6786 0.4607 0.2217 0.3175 0.00000 7.219 1499.9 12.0 0.0000 0.3161 39.39 0.0759 0.0001 0.0007
11.2500 63.6786 0.5107 0.1905 0.2987 0.00000 7.429 1499.9 12.0 0.0000 0.3658 44.00 0.0628 0.0001 0.0009
16.8750 63.6786 0.5590 0.1635 0.2775 0.00000 6.988 1500.0 12.0 0.0000 0.5060 58.64 0.0628 0.0000 0.0004
22.5000 63.6786 0.4749 0.2120 0.3131 0.00000 7.777 1499.9 12.0 0.0000 0.6275 77.45 0.0628 0.0000 0.0005
28.1250 63.6786 0.5213 0.1937 0.2850 0.00000 7.533 1500.0 12.0 0.0000 1.0769 127.80 0.0628 0.0000 0.0002
33.7500 63.6786 0.4959 0.1980 0.3061 0.00000 7.456 1499.9 12.0 0.0000 1.1846 144.13 0.0628 0.0000 0.0005
39.3750 63.6786 0.4355 0.2225 0.3419 0.00000 7.678 1499.9 12.0 0.0000 1.1323 144.73 0.0628 0.0001 0.0009
45.0000 63.6786 0.4553 0.2110 0.3336 0.00000 7.174 1499.9 12.0 0.0000 0.6919 87.20 0.0628 0.0000 0.0006
67.5000 63.6786 0.5718 0.1431 0.2851 0.00000 6.795 1499.9 12.0 0.0000 0.6269 72.51 0.0628 0.0001 0.0010
