Lon Lat b theta_s theta_fc theta_wp awc_mm evaporable_mm u00 u01 u02 u03 u04 u05 u06 u07 u08 u09 u10 u11 u12 u13 u14
106.8750 74.7445 7.38186 0.442107 0.354622 0.185242 28.734 31.762 0.817246 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
112.5000 74.7445 7.62477 0.445060 0.362732 0.193439 27.704 30.634 0.757265 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
118.1250 74.7445 7.55149 0.445475 0.362975 0.192391 28.155 31.123 0.771323 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
123.7500 74.7445 7.80381 0.449147 0.372495 0.201531 28.811 32.059 0.806000 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
129.3750 74.7445 7.62754 0.445624 0.363906 0.194109 28.503 31.606 0.799439 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
135.0000 74.7445 6.97692 0.436397 0.339027 0.170545 27.477 30.041 0.751642 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
140.6250 74.7445 6.59409 0.432191 0.326098 0.157626 26.986 29.264 0.722589 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
146.2500 74.7445 6.05676 0.424309 0.302841 0.137241 48.890 51.635 1.000000 1.000000 0.198694 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
151.8750 74.7445 5.52410 0.417145 0.279616 0.117405 73.946 76.294 1.000000 1.000000 1.000000 0.867855 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
157.5000 74.7445 6.97146 0.440534 0.347438 0.174682 67.388 70.881 1.000000 1.000000 1.000000 0.209940 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
163.1250 74.7445 6.56174 0.435549 0.332572 0.160180 50.184 53.388 1.000000 1.000000 0.157457 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
168.7500 74.7445 6.65468 0.434731 0.332001 0.161545 33.725 36.956 1.000000 0.162143 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-118.1250 74.7445 5.61651 0.424291 0.295640 0.125919 41.024 43.542 1.000000 0.600753 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
