Lon Lat sand clay silt orgc ph bulkdensity cn soilc depth awc bedrockfrac
132.1875 85.0965 0.4636 0.2286 0.3078 0.00000 7.144 1500.0 12.0 0.0000 0.7857 97.22 0.0628
135.0000 85.0965 0.4982 0.2024 0.2994 0.00000 6.800 1500.0 12.0 0.0000 0.7190 87.05 0.0628
137.8125 85.0965 0.4890 0.2079 0.3031 0.00000 6.903 1500.0 12.0 0.0000 0.5802 70.71 0.0628
140.6250 85.0965 0.4101 0.2554 0.3345 0.00000 7.787 1500.0 12.0 0.0000 0.4603 59.30 0.0628
143.4375 85.0965 0.3721 0.2783 0.3496 0.00000 8.212 1500.0 12.0 0.0000 0.3848 50.85 0.0628
146.2500 85.0965 0.3920 0.2708 0.3372 0.00000 7.954 1500.0 12.0 0.0000 0.3343 43.48 0.0628
149.0625 85.0965 0.4846 0.2105 0.3049 0.00000 6.953 1500.0 12.0 0.0000 0.3202 39.16 0.0628
151.8750 85.0965 0.4531 0.2288 0.3181 0.00000 7.267 1500.0 12.0 0.0000 0.2897 36.23 0.0628
154.6875 85.0965 0.3980 0.2605 0.3414 0.00000 7.794 1500.0 12.0 0.0000 0.2687 34.93 0.0628
157.5000 85.0965 0.3394 0.2937 0.3668 0.00000 8.316 1500.0 12.0 0.0000 0.2576 34.86 0.0628
160.3125 85.0965 0.3190 0.3160 0.3650 0.00000 8.696 1500.0 12.0 0.0000 0.2308 31.49 0.0628
163.1250 85.0965 0.3724 0.2784 0.3492 0.00000 8.036 1500.0 12.0 0.0000 0.2443 32.27 0.0628
165.9375 85.0965 0.4057 0.2578 0.3364 0.00000 7.625 1500.0 12.0 0.0000 0.2177 28.13 0.0628
168.7500 85.0965 0.3985 0.2428 0.3587 0.00000 6.754 1500.0 12.0 0.0000 0.3327 43.65 0.0628
171.5625 85.0965 0.3638 0.2611 0.3752 0.00000 6.953 1500.0 12.0 0.0000 0.3311 44.51 0.0628
174.3750 85.0965 0.3334 0.2869 0.3797 0.00000 7.746 1500.0 12.0 0.0000 0.3068 41.90 0.0628
177.1875 85.0965 0.2847 0.3139 0.4014 0.00000 8.163 1500.0 12.0 0.0000 0.3423 48.27 0.0628
