Lon Lat b theta_s theta_fc theta_wp awc_mm u00 u01 u02 u03 u04 u05 u06 u07 u08 u09 u10 u11 u12 u13 u14
-129.3750 -2.7689 6.68337 0.434121 0.331097 0.161604 46.417 1.000000 0.922212 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-67.5000 -2.7689 10.59885 0.450238 0.390036 0.248130 212.859 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-61.8750 -2.7689 10.96668 0.456307 0.402457 0.259945 213.767 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-56.2500 -2.7689 7.25656 0.440305 0.349789 0.180679 234.532 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.721857 0.146800
-33.7500 -2.7689 11.03864 0.450786 0.392752 0.254401 207.526 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-28.1250 -2.7689 10.34280 0.447788 0.384495 0.241881 213.920 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-22.5000 -2.7689 10.80528 0.453847 0.397397 0.255007 213.586 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-16.8750 -2.7689 10.09981 0.446291 0.380648 0.236806 215.763 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-11.2500 -2.7689 9.77694 0.442086 0.371355 0.227432 215.885 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-5.6250 -2.7689 10.21009 0.449199 0.386473 0.241665 217.211 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
45.0000 -8.3067 9.26193 0.444769 0.373430 0.222551 212.725 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.969115 0.855000 0.855000 0.855000 0.855000 0.855000 0.855000
50.6250 -8.3067 9.68192 0.442666 0.371895 0.226669 217.839 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
56.2500 -8.3067 9.53604 0.440085 0.366366 0.221614 217.127 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
61.8750 -8.3067 11.11487 0.457741 0.405569 0.263487 213.124 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
67.5000 -8.3067 9.29098 0.439849 0.364471 0.217564 220.361 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
73.1250 -8.3067 9.61673 0.449898 0.384972 0.233853 226.678 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
106.8750 -8.3067 6.83735 0.433815 0.332268 0.164817 251.177 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
112.5000 -8.3067 8.29338 0.443384 0.364536 0.204508 240.042 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
140.6250 -8.3067 10.43646 0.449550 0.388107 0.245171 214.403 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
146.2500 -8.3067 10.66105 0.452047 0.393569 0.251039 213.795 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
151.8750 -8.3067 11.10322 0.455214 0.400942 0.260363 210.869 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
157.5000 -8.3067 11.13486 0.455254 0.401122 0.260799 210.484 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
163.1250 -8.3067 10.89607 0.455745 0.401186 0.258392 214.192 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
168.7500 -8.3067 8.03847 0.441473 0.358884 0.197681 134.206 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.885662 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
174.3750 -8.3067 7.38549 0.439345 0.349068 0.182399 80.290 1.000000 1.000000 1.000000 1.000000 0.189322 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-140.6250 -8.3067 7.62143 0.441985 0.356486 0.190055 46.624 1.000000 0.985005 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-135.0000 -8.3067 6.86720 0.438982 0.343137 0.170728 44.702 1.000000 0.671099 0.070900 0.070900 0.070900 0.070900 0.070900 0.070900 0.070900 0.070900 0.070900 0.070900 0.070900 0.070900 0.070900
-129.3750 -8.3067 8.70260 0.445146 0.370739 0.213719 222.962 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.618001 0.581600
-123.7500 -8.3067 10.26424 0.450185 0.388520 0.243548 217.458 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-33.7500 -8.3067 9.89484 0.444120 0.375676 0.231426 216.375 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-28.1250 -8.3067 7.36684 0.434251 0.338778 0.176731 243.070 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-22.5000 -8.3067 6.99277 0.434191 0.334757 0.168659 196.673 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.241410 0.199800 0.199800 0.199800
-16.8750 -8.3067 9.12097 0.451238 0.384974 0.227604 226.057 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.838434 0.526200
-11.2500 -8.3067 8.59418 0.440877 0.361839 0.207144 232.043 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-5.6250 -8.3067 8.13951 0.437767 0.352500 0.195607 235.340 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
39.3750 -13.8445 10.11356 0.452052 0.391314 0.243598 195.052 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.919948 0.714100 0.714100 0.714100 0.714100 0.714100 0.714100
45.0000 -13.8445 8.44339 0.437465 0.354281 0.200806 210.158 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.973878 0.743900 0.743900 0.743900 0.743900 0.743900
50.6250 -13.8445 7.65162 0.435364 0.343674 0.183680 170.329 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.631094 0.430700 0.430700 0.430700 0.430700 0.430700 0.430700 0.430700
56.2500 -13.8445 7.52675 0.444221 0.360202 0.190523 26.082 0.657922 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
61.8750 -13.8445 9.16599 0.457611 0.397695 0.235732 175.678 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.566306 0.256100 0.256100 0.256100 0.256100 0.256100
67.5000 -13.8445 6.98959 0.432686 0.331722 0.167078 236.638 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.372682
73.1250 -13.8445 7.02715 0.437021 0.340824 0.172293 117.037 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.218911 0.090700 0.090700 0.090700 0.090700 0.090700 0.090700 0.090700 0.090700
78.7500 -13.8445 10.25433 0.455203 0.397776 0.249238 222.808 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
84.3750 -13.8445 9.86667 0.453191 0.392358 0.241369 226.484 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
135.0000 -13.8445 8.82152 0.443181 0.367746 0.213573 231.259 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
140.6250 -13.8445 9.43380 0.445463 0.375697 0.226024 224.510 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
146.2500 -13.8445 10.52931 0.453170 0.395103 0.250604 216.749 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
151.8750 -13.8445 9.51135 0.441841 0.369431 0.223177 219.382 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
157.5000 -13.8445 9.03837 0.446495 0.375392 0.220875 231.775 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
163.1250 -13.8445 8.41917 0.446912 0.372324 0.210689 242.452 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
168.7500 -13.8445 8.89612 0.450112 0.381542 0.222598 238.416 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
174.3750 -13.8445 8.04557 0.441100 0.358209 0.197412 241.194 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
180.0000 -13.8445 7.24714 0.440327 0.349744 0.180501 219.045 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.707859 0.117400 0.117400
-174.3750 -13.8445 7.91730 0.444613 0.364159 0.198764 148.959 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.516056 0.081700 0.081700 0.081700 0.081700 0.081700 0.081700
-135.0000 -13.8445 8.78811 0.442304 0.365862 0.212041 218.700 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.986773 0.846200 0.846200 0.846200 0.846200 0.846200
-129.3750 -13.8445 8.68655 0.439789 0.360421 0.207559 224.521 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.942670 0.872600 0.872600
-123.7500 -13.8445 7.70849 0.431662 0.337083 0.180992 234.136 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-33.7500 -13.8445 9.31019 0.443714 0.371735 0.222137 224.398 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-28.1250 -13.8445 6.07590 0.426648 0.307831 0.139851 173.610 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.898690 0.087300 0.087300 0.087300 0.087300 0.087300
-22.5000 -13.8445 6.29520 0.425146 0.308018 0.143836 246.274 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-16.8750 -13.8445 7.52832 0.437495 0.346713 0.183413 234.252 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.344858
-11.2500 -13.8445 6.91701 0.428204 0.322077 0.161057 241.530 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-5.6250 -13.8445 9.41077 0.451739 0.387442 0.232800 231.963 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
16.8750 -19.3822 7.00019 0.436956 0.340408 0.171631 45.842 1.000000 0.899720 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
22.5000 -19.3822 6.10484 0.427650 0.310290 0.141497 55.211 1.000000 1.000000 0.517342 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
45.0000 -19.3822 8.29374 0.443555 0.364871 0.204701 170.521 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.992549 0.379100 0.379100 0.379100 0.379100 0.379100 0.379100 0.379100
50.6250 -19.3822 6.07731 0.427315 0.309204 0.140501 27.529 0.752579 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
56.2500 -19.3822 6.19062 0.427176 0.310580 0.143178 25.387 0.637304 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
61.8750 -19.3822 8.32159 0.453750 0.385402 0.216638 42.302 1.000000 0.476986 0.079200 0.079200 0.079200 0.079200 0.079200 0.079200 0.079200 0.079200 0.079200 0.079200 0.079200 0.079200 0.079200
67.5000 -19.3822 7.41025 0.441356 0.353353 0.185038 112.135 1.000000 1.000000 1.000000 1.000000 1.000000 0.806351 0.095100 0.095100 0.095100 0.095100 0.095100 0.095100 0.095100 0.095100 0.095100
73.1250 -19.3822 6.69886 0.429503 0.322004 0.157427 205.875 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.212363 0.148500 0.148500
78.7500 -19.3822 9.42234 0.442279 0.369725 0.222294 221.147 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
84.3750 -19.3822 9.88977 0.446201 0.379456 0.233696 218.639 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
135.0000 -19.3822 8.24182 0.447359 0.372006 0.207946 84.214 1.000000 1.000000 1.000000 1.000000 0.376098 0.075700 0.075700 0.075700 0.075700 0.075700 0.075700 0.075700 0.075700 0.075700 0.075700
140.6250 -19.3822 8.53785 0.444835 0.369056 0.210499 237.835 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
146.2500 -19.3822 9.35056 0.447885 0.379793 0.227457 228.505 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
168.7500 -19.3822 6.83047 0.429065 0.322734 0.159975 244.139 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
174.3750 -19.3822 7.97435 0.432035 0.340214 0.186500 230.570 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
180.0000 -19.3822 8.72341 0.442299 0.365426 0.210933 231.739 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-140.6250 -19.3822 6.89381 0.438134 0.341677 0.170460 132.977 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.493778 0.159100 0.159100 0.159100 0.159100 0.159100 0.159100 0.159100 0.159100
-135.0000 -19.3822 6.88346 0.435476 0.336142 0.167523 110.777 1.000000 1.000000 1.000000 1.000000 1.000000 0.432969 0.126300 0.126300 0.126300 0.126300 0.126300 0.126300 0.126300 0.126300 0.126300
-129.3750 -19.3822 5.55341 0.428778 0.303892 0.128184 40.759 1.000000 0.503284 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-123.7500 -19.3822 6.53629 0.430971 0.322909 0.155085 47.990 1.000000 1.000000 0.105911 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-56.2500 -19.3822 6.93019 0.435937 0.337589 0.169036 78.796 1.000000 1.000000 1.000000 0.984068 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-50.6250 -19.3822 6.76022 0.435395 0.334589 0.164646 100.805 1.000000 1.000000 1.000000 1.000000 1.000000 0.236004 0.077300 0.077300 0.077300 0.077300 0.077300 0.077300 0.077300 0.077300 0.077300
-39.3750 -19.3822 9.44158 0.446158 0.377038 0.226926 225.169 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-22.5000 -19.3822 8.40881 0.447236 0.372894 0.210863 230.038 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.197193
-16.8750 -19.3822 6.91343 0.433978 0.333455 0.166687 110.925 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.149022 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-11.2500 -19.3822 6.06170 0.425154 0.304608 0.138131 105.909 1.000000 1.000000 1.000000 1.000000 1.000000 0.796628 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-5.6250 -19.3822 6.25341 0.430011 0.317215 0.147378 130.904 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.268047 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
11.2500 -24.9199 9.99932 0.447270 0.381955 0.236488 218.200 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
16.8750 -24.9199 8.21456 0.435949 0.349636 0.195064 224.251 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.868417 0.639500
22.5000 -24.9199 6.11628 0.423356 0.301848 0.137849 71.861 1.000000 1.000000 1.000000 0.508400 0.079400 0.079400 0.079400 0.079400 0.079400 0.079400 0.079400 0.079400 0.079400 0.079400 0.079400
28.1250 -24.9199 6.66259 0.432500 0.327562 0.159521 54.698 1.000000 1.000000 0.490653 0.063700 0.063700 0.063700 0.063700 0.063700 0.063700 0.063700 0.063700 0.063700 0.063700 0.063700 0.063700
50.6250 -24.9199 6.45561 0.433858 0.327775 0.155985 32.605 1.000000 0.081544 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
56.2500 -24.9199 6.57435 0.431809 0.325081 0.156792 29.164 0.853797 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
61.8750 -24.9199 7.92515 0.449076 0.373235 0.203840 45.397 1.000000 0.658161 0.078600 0.078600 0.078600 0.078600 0.078600 0.078600 0.078600 0.078600 0.078600 0.078600 0.078600 0.078600 0.078600
67.5000 -24.9199 7.20844 0.439933 0.348569 0.179257 53.220 1.000000 1.000000 0.380103 0.063600 0.063600 0.063600 0.063600 0.063600 0.063600 0.063600 0.063600 0.063600 0.063600 0.063600 0.063600
73.1250 -24.9199 7.71331 0.445893 0.365144 0.196135 38.809 1.000000 0.479854 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
78.7500 -24.9199 9.34046 0.451320 0.386282 0.231215 231.210 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.910294
84.3750 -24.9199 9.55456 0.443623 0.372951 0.225817 220.700 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
90.0000 -24.9199 10.42466 0.451433 0.391494 0.247182 216.467 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
95.6250 -24.9199 10.38291 0.451089 0.390689 0.246218 216.706 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
140.6250 -24.9199 7.82224 0.443681 0.361548 0.195892 98.109 1.000000 1.000000 1.000000 1.000000 1.000000 0.188965 0.081500 0.081500 0.081500 0.081500 0.081500 0.081500 0.081500 0.081500 0.081500
168.7500 -24.9199 7.12028 0.437786 0.343336 0.175118 163.530 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.362327 0.071800 0.071800 0.071800 0.071800 0.071800
174.3750 -24.9199 6.58090 0.434163 0.329952 0.159257 80.230 1.000000 1.000000 1.000000 1.000000 0.072172 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-146.2500 -24.9199 6.64869 0.435630 0.333773 0.162302 135.019 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.928574 0.118200 0.118200 0.118200 0.118200 0.118200 0.118200 0.118200 0.118200
-140.6250 -24.9199 6.85116 0.428402 0.321682 0.159792 242.836 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-135.0000 -24.9199 5.95025 0.430654 0.314182 0.140378 41.930 1.000000 0.596067 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-129.3750 -24.9199 5.54174 0.432216 0.311045 0.130963 47.596 1.000000 0.826618 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-123.7500 -24.9199 7.34498 0.441081 0.352198 0.183376 73.795 1.000000 1.000000 1.000000 0.680415 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-56.2500 -24.9199 6.63193 0.433671 0.329567 0.159965 85.463 1.000000 1.000000 1.000000 1.000000 0.378023 0.066100 0.066100 0.066100 0.066100 0.066100 0.066100 0.066100 0.066100 0.066100 0.066100
-50.6250 -24.9199 5.65913 0.418325 0.284400 0.121913 112.621 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.280658 0.081300 0.081300 0.081300 0.081300 0.081300 0.081300 0.081300 0.081300
-45.0000 -24.9199 5.81210 0.421276 0.292881 0.128379 107.459 1.000000 1.000000 1.000000 1.000000 1.000000 0.803334 0.081000 0.081000 0.081000 0.081000 0.081000 0.081000 0.081000 0.081000 0.081000
-39.3750 -24.9199 7.19935 0.435631 0.339815 0.174609 247.810 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-22.5000 -24.9199 7.64669 0.440499 0.353731 0.188979 229.092 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.812251 0.093000
-16.8750 -24.9199 6.08590 0.423913 0.302493 0.137604 129.640 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.422685 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-11.2500 -24.9199 6.67542 0.432598 0.327915 0.159914 96.613 1.000000 1.000000 1.000000 1.000000 1.000000 0.185573 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-5.6250 -24.9199 6.14941 0.422607 0.300869 0.137984 111.579 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.347709 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
5.6250 -30.4576 6.66973 0.438120 0.339168 0.165301 44.308 1.000000 0.731961 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
11.2500 -30.4576 9.81111 0.447057 0.380639 0.233516 220.685 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
16.8750 -30.4576 9.55640 0.445988 0.377339 0.228497 223.264 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
22.5000 -30.4576 8.81807 0.443789 0.368880 0.214186 211.810 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.799264 0.631000 0.631000 0.631000
28.1250 -30.4576 6.41863 0.429051 0.317511 0.150456 40.771 1.000000 0.624183 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
33.7500 -30.4576 6.96916 0.436458 0.339068 0.170435 73.644 1.000000 1.000000 1.000000 0.565190 0.072900 0.072900 0.072900 0.072900 0.072900 0.072900 0.072900 0.072900 0.072900 0.072900 0.072900
50.6250 -30.4576 6.01750 0.427385 0.308451 0.139064 37.451 1.000000 0.394569 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
