Lon Lat b theta_s theta_fc theta_wp awc_mm u00 u01 u02 u03 u04 u05 u06 u07 u08 u09 u10 u11 u12 u13 u14
-112.5000 52.6065 8.43668 0.444745 0.368196 0.208599 209.968 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.732097 0.474700 0.474700 0.474700
-106.8750 52.6065 8.28587 0.440576 0.359034 0.201316 236.577 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-101.2500 52.6065 8.39207 0.439313 0.357403 0.201874 233.294 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-95.6250 52.6065 7.93194 0.435859 0.347118 0.189675 236.166 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-28.1250 52.6065 6.82298 0.431494 0.327453 0.162189 247.896 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-22.5000 52.6065 6.77491 0.420690 0.305910 0.150765 232.718 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-16.8750 52.6065 8.04783 0.439182 0.354493 0.195397 238.643 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-11.2500 52.6065 9.02393 0.451609 0.385173 0.226437 230.679 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.532340
-5.6250 52.6065 9.03263 0.453487 0.388892 0.228741 219.043 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.947295 0.365000 0.365000
0.0000 47.0696 8.28179 0.440886 0.359601 0.201576 232.625 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.720826
5.6250 47.0696 8.62721 0.443068 0.366250 0.210117 225.626 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.818675 0.632200
11.2500 47.0696 9.71832 0.452427 0.390238 0.238291 227.921 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
16.8750 47.0696 10.12226 0.456170 0.399065 0.248525 225.811 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
22.5000 47.0696 8.52206 0.444829 0.368939 0.210214 238.088 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
28.1250 47.0696 6.74154 0.421326 0.306679 0.150616 234.095 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
33.7500 47.0696 5.33834 0.423320 0.288591 0.117570 256.532 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-151.8750 47.0696 6.04399 0.428721 0.311579 0.140965 70.437 1.000000 1.000000 1.000000 0.437680 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-146.2500 47.0696 6.51854 0.433025 0.326856 0.156667 72.878 1.000000 1.000000 1.000000 0.591381 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-140.6250 47.0696 8.80251 0.453601 0.387883 0.225004 207.933 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.295131 0.235500 0.235500
-135.0000 47.0696 8.72240 0.450037 0.380380 0.219551 241.244 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-129.3750 47.0696 7.32082 0.437114 0.343985 0.178715 203.352 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.994619 0.327400 0.327400 0.327400 0.327400
-28.1250 47.0696 6.91790 0.431613 0.328787 0.164427 246.540 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-22.5000 47.0696 8.04810 0.434829 0.346138 0.190796 233.013 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-16.8750 47.0696 8.48862 0.439456 0.358386 0.203749 231.956 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-11.2500 47.0696 9.11010 0.449080 0.380752 0.224966 230.675 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.807220
-5.6250 47.0696 8.95418 0.447721 0.377246 0.220862 220.634 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.864640 0.621900 0.621900
0.0000 41.5325 8.06089 0.435655 0.347818 0.191903 233.872 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
5.6250 41.5325 7.55887 0.433285 0.338773 0.179674 238.648 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
11.2500 41.5325 5.92847 0.422585 0.297394 0.132484 186.764 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.136839 0.062800 0.062800 0.062800
16.8750 41.5325 6.84852 0.436115 0.337052 0.167381 211.938 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.365516 0.062800 0.062800
33.7500 41.5325 5.30896 0.414641 0.270524 0.109663 241.291 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-163.1250 41.5325 5.61352 0.419888 0.286686 0.122050 81.965 1.000000 1.000000 1.000000 1.000000 0.350520 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-157.5000 41.5325 6.05246 0.425261 0.304683 0.137999 66.519 1.000000 1.000000 1.000000 0.299912 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-151.8750 41.5325 7.52261 0.444501 0.360740 0.190741 68.128 1.000000 1.000000 1.000000 0.316781 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-146.2500 41.5325 6.81494 0.438891 0.342385 0.169444 67.184 1.000000 1.000000 1.000000 0.194008 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-140.6250 41.5325 7.76516 0.447283 0.368384 0.198699 81.867 1.000000 1.000000 1.000000 1.000000 0.092663 0.073200 0.073200 0.073200 0.073200 0.073200 0.073200 0.073200 0.073200 0.073200 0.073200
-135.0000 41.5325 7.71525 0.436356 0.346180 0.185978 240.303 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-129.3750 41.5325 7.63079 0.437454 0.347567 0.185444 235.753 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.541588
-45.0000 41.5325 7.57552 0.441166 0.354444 0.188248 136.025 1.000000 1.000000 1.000000 1.000000 1.000000 0.389192 0.310600 0.310600 0.310600 0.310600 0.310600 0.310600 0.310600 0.310600 0.310600
-39.3750 41.5325 9.17190 0.446965 0.377059 0.223575 175.559 1.000000 1.000000 1.000000 1.000000 1.000000 0.696282 0.638000 0.638000 0.638000 0.638000 0.638000 0.638000 0.638000 0.638000 0.638000
-22.5000 41.5325 7.50973 0.434671 0.340993 0.180103 241.335 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-16.8750 41.5325 7.57398 0.429981 0.332586 0.176616 233.955 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-11.2500 41.5325 7.93196 0.434375 0.344278 0.188123 234.233 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-5.6250 41.5325 8.52584 0.442137 0.363770 0.207320 234.674 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
11.2500 35.9951 5.71751 0.423553 0.295866 0.127930 112.426 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.192134 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
16.8750 35.9951 6.24910 0.427224 0.311511 0.144652 149.455 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.580134 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
22.5000 35.9951 6.58668 0.433164 0.327984 0.158408 147.565 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.325216 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
28.1250 35.9951 6.65041 0.433456 0.329352 0.160182 164.192 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.391757 0.062800 0.062800 0.062800 0.062800 0.062800
33.7500 35.9951 6.32249 0.427608 0.313308 0.146787 111.696 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.205254 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
39.3750 35.9951 5.90986 0.421245 0.294432 0.130831 201.278 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.122236 0.090400 0.090400
45.0000 35.9951 5.84257 0.423002 0.296835 0.130673 249.243 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
84.3750 35.9951 8.04909 0.444260 0.364459 0.200909 90.050 1.000000 1.000000 1.000000 1.000000 0.867996 0.063800 0.063800 0.063800 0.063800 0.063800 0.063800 0.063800 0.063800 0.063800 0.063800
90.0000 35.9951 6.91307 0.436048 0.337628 0.168767 253.292 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
95.6250 35.9951 6.30782 0.429626 0.317178 0.148339 248.059 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.691998
101.2500 35.9951 5.75072 0.423589 0.296498 0.128825 198.025 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.553724 0.085500 0.085500 0.085500
129.3750 35.9951 7.83025 0.442992 0.360234 0.195302 33.112 1.000000 0.191196 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-174.3750 35.9951 5.82414 0.426228 0.303075 0.133074 108.901 1.000000 1.000000 1.000000 1.000000 1.000000 0.840676 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-163.1250 35.9951 6.09984 0.424536 0.303947 0.138515 103.451 1.000000 1.000000 1.000000 1.000000 1.000000 0.539650 0.079300 0.079300 0.079300 0.079300 0.079300 0.079300 0.079300 0.079300 0.079300
-157.5000 35.9951 6.54878 0.431655 0.324450 0.156043 47.667 1.000000 1.000000 0.076858 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-151.8750 35.9951 6.73283 0.438114 0.339869 0.166762 60.597 1.000000 1.000000 0.746956 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-146.2500 35.9951 6.35074 0.432764 0.324171 0.152390 56.639 1.000000 1.000000 0.543584 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-140.6250 35.9951 7.27336 0.443776 0.357058 0.184716 175.579 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.681825 0.101200 0.101200 0.101200 0.101200 0.101200
-135.0000 35.9951 9.06120 0.446099 0.374771 0.220804 218.976 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.620308 0.602000
-129.3750 35.9951 9.17953 0.445349 0.374043 0.221883 214.568 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.851500 0.812500 0.812500 0.812500 0.812500
-95.6250 35.9951 6.20574 0.429852 0.316227 0.146057 143.186 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.974696 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-90.0000 35.9951 6.03479 0.428100 0.310171 0.140159 166.651 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.488289 0.062800 0.062800 0.062800 0.062800 0.062800
-61.8750 35.9951 6.17799 0.430160 0.316468 0.145662 53.412 1.000000 1.000000 0.266643 0.071700 0.071700 0.071700 0.071700 0.071700 0.071700 0.071700 0.071700 0.071700 0.071700 0.071700 0.071700
-56.2500 35.9951 6.22842 0.431625 0.320183 0.148300 45.250 1.000000 0.769401 0.066400 0.066400 0.066400 0.066400 0.066400 0.066400 0.066400 0.066400 0.066400 0.066400 0.066400 0.066400 0.066400
-50.6250 35.9951 6.01933 0.426010 0.305689 0.137852 124.520 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.499918 0.114900 0.114900 0.114900 0.114900 0.114900 0.114900 0.114900 0.114900
-45.0000 35.9951 7.15067 0.429766 0.327768 0.167657 212.325 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.517068 0.372000 0.372000
-39.3750 35.9951 9.66015 0.447298 0.380322 0.231547 218.089 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.994960 0.958000 0.958000 0.958000 0.958000 0.958000 0.958000 0.958000 0.958000
-22.5000 35.9951 6.45195 0.429885 0.319632 0.152046 251.379 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-16.8750 35.9951 6.51004 0.434230 0.329220 0.157649 66.347 1.000000 1.000000 1.000000 0.176201 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-11.2500 35.9951 6.10157 0.430583 0.316252 0.144154 78.340 1.000000 1.000000 1.000000 0.861294 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-5.6250 35.9951 6.57705 0.435328 0.332299 0.160321 57.027 1.000000 1.000000 0.562328 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
11.2500 30.4576 6.21223 0.429937 0.316491 0.146297 167.547 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.530463 0.062800 0.062800 0.062800 0.062800 0.062800
16.8750 30.4576 6.04350 0.424755 0.303529 0.137315 153.737 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.872541 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
22.5000 30.4576 6.80746 0.433857 0.332010 0.164182 136.496 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.693536 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
28.1250 30.4576 6.71546 0.434373 0.331989 0.162596 108.638 1.000000 1.000000 1.000000 1.000000 1.000000 0.848174 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
33.7500 30.4576 6.59756 0.432339 0.326442 0.157853 62.397 1.000000 1.000000 0.947517 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
39.3750 30.4576 6.85820 0.434722 0.334334 0.166195 113.297 1.000000 1.000000 1.000000 1.000000 1.000000 0.957988 0.086700 0.086700 0.086700 0.086700 0.086700 0.086700 0.086700 0.086700 0.086700
45.0000 30.4576 5.79382 0.420091 0.290225 0.126884 213.991 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.887444 0.106700 0.106700
50.6250 30.4576 6.33282 0.429510 0.317284 0.148834 252.674 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
90.0000 30.4576 7.44676 0.436232 0.343453 0.180426 244.541 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
95.6250 30.4576 7.93266 0.442921 0.360909 0.197221 245.532 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
101.2500 30.4576 6.42243 0.427115 0.313691 0.148711 190.972 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.275500 0.100000 0.100000 0.100000
123.7500 30.4576 6.72750 0.434845 0.333088 0.163343 120.040 1.000000 1.000000 1.000000 1.000000 1.000000 0.689371 0.153600 0.153600 0.153600 0.153600 0.153600 0.153600 0.153600 0.153600 0.153600
129.3750 30.4576 8.25843 0.444765 0.366991 0.205382 192.532 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.501973 0.482300 0.482300 0.482300 0.482300 0.482300
135.0000 30.4576 7.71927 0.440499 0.354355 0.190432 245.885 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
140.6250 30.4576 7.46112 0.439295 0.349670 0.183919 248.626 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
146.2500 30.4576 7.61298 0.441720 0.355880 0.189600 165.515 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.349466 0.120900 0.120900 0.120900 0.120900 0.120900
174.3750 30.4576 6.34635 0.429192 0.316825 0.148859 105.661 1.000000 1.000000 1.000000 1.000000 1.000000 0.725400 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-174.3750 30.4576 6.01830 0.424029 0.301689 0.136030 85.517 1.000000 1.000000 1.000000 1.000000 0.534212 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-168.7500 30.4576 6.33775 0.428856 0.316029 0.148333 88.517 1.000000 1.000000 1.000000 1.000000 0.650424 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-163.1250 30.4576 6.34431 0.428227 0.314852 0.147896 168.994 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.674077 0.089600 0.089600 0.089600 0.089600 0.089600
-157.5000 30.4576 6.89491 0.437161 0.339697 0.169491 148.127 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.162800 0.090000 0.090000 0.090000 0.090000 0.090000 0.090000
-151.8750 30.4576 6.46625 0.432920 0.325982 0.155322 37.653 1.000000 0.389883 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-140.6250 30.4576 7.08715 0.438535 0.344518 0.175169 146.050 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.645598 0.139800 0.139800 0.139800 0.139800 0.139800 0.139800 0.139800
-135.0000 30.4576 9.59332 0.446286 0.378090 0.229394 218.025 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.978801 0.920900 0.920900 0.920900 0.920900
-129.3750 30.4576 10.88297 0.455519 0.400727 0.257960 214.152 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-101.2500 30.4576 7.37123 0.437823 0.345886 0.180509 248.066 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
-95.6250 30.4576 5.59751 0.418285 0.283214 0.120278 133.511 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.754454 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-90.0000 30.4576 6.22160 0.426904 0.310475 0.143683 86.868 1.000000 1.000000 1.000000 1.000000 0.580134 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-84.3750 30.4576 6.95570 0.436062 0.338120 0.169732 63.585 1.000000 1.000000 1.000000 0.085293 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-78.7500 30.4576 6.58063 0.431794 0.325129 0.156924 174.202 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.808564 0.109600 0.109600 0.109600 0.109600 0.109600
-73.1250 30.4576 7.10023 0.438005 0.343574 0.174907 116.032 1.000000 1.000000 1.000000 1.000000 1.000000 0.972125 0.100800 0.100800 0.100800 0.100800 0.100800 0.100800 0.100800 0.100800 0.100800
-67.5000 30.4576 6.40905 0.434225 0.327942 0.155225 81.038 1.000000 1.000000 1.000000 0.882347 0.073600 0.073600 0.073600 0.073600 0.073600 0.073600 0.073600 0.073600 0.073600 0.073600 0.073600
-61.8750 30.4576 6.53469 0.433201 0.327417 0.157221 38.316 1.000000 0.434868 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-56.2500 30.4576 6.31628 0.429149 0.316328 0.148092 27.610 0.761951 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-50.6250 30.4576 7.01126 0.435474 0.337533 0.170365 92.824 1.000000 1.000000 1.000000 1.000000 0.197744 0.135500 0.135500 0.135500 0.135500 0.135500 0.135500 0.135500 0.135500 0.135500 0.135500
-45.0000 30.4576 7.50530 0.438549 0.348588 0.184045 146.032 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.309780 0.223600 0.223600 0.223600 0.223600 0.223600 0.223600 0.223600
-39.3750 30.4576 9.43686 0.442430 0.370088 0.222686 220.881 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.999662 0.995100 0.995100 0.995100
-33.7500 30.4576 9.47378 0.447210 0.379182 0.228610 216.956 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.919997 0.872200 0.872200 0.872200 0.872200
16.8750 24.9199 5.29189 0.415523 0.271916 0.109907 243.014 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
22.5000 24.9199 6.33054 0.428431 0.315073 0.147757 148.625 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.506096 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
28.1250 24.9199 7.94024 0.447256 0.369649 0.202113 174.073 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.893717 0.099300 0.099300 0.099300 0.099300 0.099300
33.7500 24.9199 7.49006 0.442537 0.356461 0.187957 149.852 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.325477 0.094600 0.094600 0.094600 0.094600 0.094600 0.094600
39.3750 24.9199 7.09648 0.436230 0.339953 0.173001 202.352 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.711524 0.136300 0.136300 0.136300
45.0000 24.9199 6.72245 0.428720 0.320744 0.157205 245.308 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
50.6250 24.9199 6.77974 0.434179 0.332342 0.163874 252.701 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
84.3750 24.9199 7.69392 0.441943 0.357016 0.191470 236.587 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.291258
90.0000 24.9199 7.00756 0.429989 0.326608 0.164792 242.724 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
95.6250 24.9199 8.49184 0.446955 0.372889 0.212039 241.274 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
101.2500 24.9199 7.84092 0.442067 0.358481 0.194514 245.950 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
106.8750 24.9199 5.69520 0.416728 0.281911 0.121496 180.042 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 0.643465 0.145000 0.145000 0.145000 0.145000
112.5000 24.9199 6.83012 0.432633 0.329811 0.163477 90.932 1.000000 1.000000 1.000000 1.000000 0.534812 0.093200 0.093200 0.093200 0.093200 0.093200 0.093200 0.093200 0.093200 0.093200 0.093200
118.1250 24.9199 6.53952 0.424285 0.309698 0.148794 241.357 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
