Lon Lat sand clay silt orgc ph bulkdensity cn soilc depth awc bedrockfrac andic pfixation cec allophane polyvalent
90.0000 52.6065 0.4974 0.2191 0.2835 0.00000 5.105 1500.0 12.0 0.0000 1.7824 180.00 0.2239 0.0000 0.0000 11.383 0.00000 3.299
95.6250 52.6065 0.5105 0.1887 0.3005 0.00000 5.290 1498.6 12.0 0.0000 1.4833 178.95 0.1364 0.0010 0.0025 9.957 0.00021 4.286
101.2500 52.6065 0.4916 0.1977 0.3107 0.00000 5.745 1499.0 12.0 0.0000 1.1084 135.74 0.1080 0.0007 0.0025 10.830 0.00015 6.390
106.8750 52.6065 0.4741 0.2078 0.3180 0.00000 5.541 1498.6 12.0 0.0000 1.3542 168.03 0.1185 0.0009 0.0029 11.197 0.00020 6.606
112.5000 52.6065 0.4727 0.2173 0.3098 0.00000 5.246 1499.0 12.0 0.0000 1.5065 185.25 0.1517 0.0007 0.0016 11.427 0.00014 4.539
118.1250 52.6065 0.4826 0.2252 0.2920 0.00000 5.102 1497.0 12.0 0.0000 1.3501 164.77 0.2484 0.0020 0.0033 11.696 0.00044 3.363
123.7500 52.6065 0.4933 0.2084 0.2983 0.00000 5.100 1496.6 12.0 0.0000 2.2845 182.93 0.2035 0.0022 0.0042 10.827 0.00049 3.099
129.3750 52.6065 0.4399 0.2445 0.3156 0.00000 5.102 1496.1 12.0 0.0000 1.0178 128.74 0.2539 0.0026 0.0042 12.702 0.00058 3.648
135.0000 52.6065 0.3807 0.2767 0.3426 0.00000 5.106 1500.0 12.0 0.0000 0.5225 68.52 0.2472 0.0000 0.0000 14.380 0.00000 4.181
140.6250 52.6065 0.4506 0.2450 0.3044 0.00000 5.111 1500.0 12.0 0.0000 0.4023 50.00 0.2310 0.0000 0.0000 12.739 0.00000 3.749
146.2500 52.6065 0.4823 0.2283 0.2894 0.00000 5.129 1500.0 12.0 0.0000 0.3519 42.69 0.2045 0.0000 0.0000 11.885 0.00000 3.664
151.8750 52.6065 0.4915 0.2214 0.2871 0.00000 5.156 1500.0 12.0 0.0000 0.3878 46.78 0.1870 0.0000 0.0000 11.555 0.00000 3.792
157.5000 52.6065 0.5366 0.1886 0.2748 0.00000 5.117 1498.1 12.0 0.0000 0.9425 110.66 0.1875 0.0012 0.0024 9.811 0.00027 2.929
163.1250 52.6065 0.5450 0.1812 0.2738 0.00000 5.103 1498.4 12.0 0.0000 2.0648 175.18 0.2006 0.0011 0.0020 9.415 0.00024 2.713
168.7500 52.6065 0.4858 0.2255 0.2886 0.00000 5.117 1500.0 12.0 0.0000 2.6717 181.59 0.2207 0.0000 0.0000 11.730 0.00000 3.508
174.3750 52.6065 0.4519 0.2315 0.3141 0.00000 5.121 1500.0 12.0 0.0000 1.2163 151.49 0.2433 0.0000 0.0000 12.047 0.00000 3.636
180.0000 52.6065 0.5083 0.1734 0.3085 0.00000 5.117 1499.0 12.0 0.0000 2.1782 180.03 0.2521 0.0006 0.0010 9.019 0.00014 2.699
-174.3750 52.6065 0.4347 0.2522 0.3049 0.00000 5.128 1500.0 12.0 0.0000 2.1109 186.30 0.2395 0.0000 0.0000 13.133 0.00000 4.040
-168.7500 52.6065 0.2350 0.4667 0.2944 0.00000 5.159 1500.0 12.0 0.0000 1.8224 204.01 0.2150 0.0000 0.0000 24.363 0.00000 8.054
-163.1250 52.6065 0.3742 0.3550 0.2707 0.00000 5.130 1500.0 12.0 0.0000 1.5878 189.73 0.1895 0.0000 0.0000 18.485 0.00000 5.709
-157.5000 52.6065 0.4743 0.2061 0.3195 0.00000 6.558 1499.5 12.0 0.0000 0.5797 71.89 0.0895 0.0003 0.0017 12.028 0.00008 7.097
-151.8750 52.6065 0.5919 0.1298 0.2783 0.00000 5.891 1498.8 12.0 0.0000 0.7323 83.62 0.0830 0.0008 0.0044 7.193 0.00017 4.244
-146.2500 52.6065 0.6813 0.1097 0.2090 0.00000 5.124 1499.9 12.0 0.0000 1.1871 123.19 0.1086 0.0001 0.0003 5.708 0.00002 1.737
-140.6250 52.6065 0.5740 0.1713 0.2547 0.00000 5.132 1500.0 12.0 0.0000 0.8461 95.94 0.1340 0.0000 0.0000 8.922 0.00000 2.770
-135.0000 52.6065 0.6211 0.1428 0.2361 0.00000 5.101 1499.9 12.0 0.0000 1.8529 163.91 0.1318 0.0000 0.0001 7.416 0.00001 2.124
-129.3750 52.6065 0.4849 0.1973 0.3178 0.00000 5.134 1499.5 12.0 0.0000 1.0663 131.43 0.1152 0.0003 0.0011 10.277 0.00008 3.203
-123.7500 52.6065 0.4526 0.2335 0.3137 0.00000 5.126 1500.0 12.0 0.0000 0.3654 45.59 0.1632 0.0000 0.0000 12.157 0.00000 3.714
-118.1250 52.6065 0.4223 0.2609 0.3145 0.00000 5.119 1500.0 12.0 0.0000 0.2913 36.81 0.1639 0.0000 0.0000 13.573 0.00000 4.075
-112.5000 52.6065 0.4820 0.2052 0.3120 0.00000 5.217 1499.6 12.0 0.0000 0.4589 56.40 0.1164 0.0003 0.0010 10.766 0.00006 4.032
-106.8750 52.6065 0.5156 0.1795 0.3048 0.00000 5.222 1499.0 12.0 0.0000 0.8641 104.20 0.1046 0.0007 0.0026 9.417 0.00015 3.565
-101.2500 52.6065 0.5637 0.1566 0.2798 0.00000 5.212 1498.9 12.0 0.0000 1.4685 170.32 0.1021 0.0007 0.0029 8.209 0.00016 3.047
-95.6250 52.6065 0.5549 0.1576 0.2875 0.00000 5.298 1498.8 12.0 0.0000 1.0830 126.79 0.0976 0.0008 0.0033 8.323 0.00018 3.630
-90.0000 52.6065 0.5077 0.1864 0.3058 0.00000 5.118 1498.4 12.0 0.0000 1.2016 145.72 0.1420 0.0011 0.0028 9.698 0.00024 2.908
-84.3750 52.6065 0.5255 0.1681 0.3064 0.00000 5.110 1497.4 12.0 0.0000 1.5257 180.64 0.1435 0.0017 0.0043 8.740 0.00038 2.564
-78.7500 52.6065 0.2614 0.4307 0.3078 0.00000 5.172 1500.0 12.0 0.0000 0.2849 38.70 0.1564 0.0000 0.0000 22.508 0.00000 7.675
-73.1250 52.6065 0.0482 0.6628 0.2890 0.00000 5.173 1500.0 12.0 0.0000 0.1628 23.99 0.1615 0.0000 0.0000 34.640 0.00000 11.827
-33.7500 52.6065 0.3505 0.3524 0.2971 0.00000 5.109 1498.1 12.0 0.0000 0.8838 115.04 0.1274 0.0013 0.0038 18.318 0.00029 5.366
-28.1250 52.6065 0.5500 0.1447 0.3052 0.00000 5.167 1497.7 12.0 0.0000 1.1173 132.75 0.0979 0.0015 0.0063 7.561 0.00033 2.546
-22.5000 52.6065 0.6940 0.1038 0.2022 0.00000 5.100 1500.0 12.0 0.0000 1.4683 150.54 0.1133 0.0000 0.0001 5.390 0.00001 1.542
-16.8750 52.6065 0.4952 0.2095 0.2953 0.00000 5.135 1500.0 12.0 0.0000 0.4415 53.40 0.1293 0.0000 0.0000 10.912 0.00000 3.410
-11.2500 52.6065 0.4093 0.2489 0.3418 0.00000 5.140 1500.0 12.0 0.0000 0.3260 42.17 0.1367 0.0000 0.0000 12.970 0.00000 4.103
-5.6250 52.6065 0.4095 0.2477 0.3428 0.00000 5.181 1500.0 12.0 0.0000 0.2609 33.76 0.1280 0.0000 0.0000 12.953 0.00000 4.503
0.0000 47.0696 0.4808 0.2218 0.2975 0.00000 5.214 1500.0 12.0 0.0000 0.5650 68.91 0.1559 0.0000 0.0000 11.631 0.00000 4.337
5.6250 47.0696 0.4881 0.2199 0.2919 0.00000 5.213 1500.0 12.0 0.0000 0.6139 74.38 0.1606 0.0000 0.0000 11.533 0.00000 4.292
11.2500 47.0696 0.4524 0.2399 0.3076 0.00000 5.125 1500.0 12.0 0.0000 0.6497 80.82 0.2009 0.0000 0.0000 12.488 0.00000 3.809
16.8750 47.0696 0.4198 0.2603 0.3199 0.00000 5.105 1500.0 12.0 0.0000 0.6589 83.82 0.2484 0.0000 0.0000 13.526 0.00000 3.920
22.5000 47.0696 0.4163 0.2650 0.3187 0.00000 5.103 1500.0 12.0 0.0000 1.2139 154.57 0.2723 0.0000 0.0000 13.768 0.00000 3.966
28.1250 47.0696 0.6047 0.1748 0.2205 0.00000 5.100 1500.0 12.0 0.0000 5.9656 163.73 0.2621 0.0000 0.0000 9.077 0.00000 2.596
33.7500 47.0696 0.5301 0.1837 0.2862 0.00000 5.101 1485.9 12.0 0.0000 2.9378 181.58 0.2203 0.0094 0.0165 9.540 0.00207 2.733
39.3750 47.0696 0.4566 0.2348 0.3080 0.00000 5.110 1498.2 12.0 0.0000 1.3349 166.12 0.2393 0.0012 0.0020 12.207 0.00026 3.588
45.0000 47.0696 0.4026 0.2818 0.3156 0.00000 5.138 1500.0 12.0 0.0000 1.5220 191.91 0.2114 0.0000 0.0000 14.684 0.00000 4.627
50.6250 47.0696 0.5299 0.1440 0.3161 0.00000 5.139 1500.0 12.0 0.0000 3.4743 178.55 0.2056 0.0000 0.0000 7.507 0.00000 2.372
90.0000 47.0696 0.4318 0.2517 0.3165 0.00000 5.186 1500.0 12.0 0.0000 0.7731 97.60 0.2343 0.0000 0.0000 13.167 0.00000 4.630
95.6250 47.0696 0.4605 0.2387 0.3004 0.00000 5.158 1500.0 12.0 0.0000 1.4766 182.16 0.2455 0.0000 0.0000 12.457 0.00000 4.116
101.2500 47.0696 0.0622 0.6601 0.2776 0.00000 5.124 1500.0 12.0 0.0000 0.8114 118.21 0.2968 0.0000 0.0000 34.357 0.00000 10.458
106.8750 47.0696 0.0846 0.6389 0.2766 0.00000 5.108 1500.0 12.0 0.0000 0.8887 128.23 0.3441 0.0000 0.0000 33.205 0.00000 9.699
123.7500 47.0696 0.5043 0.2032 0.2926 0.00000 5.150 1495.3 12.0 0.0000 1.9042 181.74 0.2131 0.0031 0.0056 10.596 0.00069 3.434
129.3750 47.0696 0.5167 0.1770 0.3063 0.00000 5.344 1495.6 12.0 0.0000 1.1659 141.44 0.1570 0.0029 0.0067 9.384 0.00064 4.422
135.0000 47.0696 0.4690 0.2045 0.3266 0.00000 5.556 1497.3 12.0 0.0000 0.6546 81.99 0.1469 0.0018 0.0044 11.030 0.00039 6.507
140.6250 47.0696 0.4307 0.2333 0.3360 0.00000 6.097 1499.3 12.0 0.0000 0.4479 57.25 0.1290 0.0005 0.0014 13.143 0.00011 7.754
146.2500 47.0696 0.4708 0.2022 0.3270 0.00000 6.600 1499.0 12.0 0.0000 0.5996 74.86 0.1033 0.0007 0.0026 11.838 0.00015 6.984
151.8750 47.0696 0.4892 0.2000 0.3109 0.00000 5.574 1497.0 12.0 0.0000 1.3014 160.09 0.1490 0.0020 0.0048 10.804 0.00044 6.375
157.5000 47.0696 0.4143 0.2802 0.3056 0.00000 5.202 1496.0 12.0 0.0000 1.3446 171.22 0.2250 0.0027 0.0047 14.677 0.00059 5.332
163.1250 47.0696 0.4091 0.2739 0.3169 0.00000 5.175 1500.0 12.0 0.0000 2.1331 191.46 0.2768 0.0000 0.0000 14.318 0.00000 4.915
168.7500 47.0696 0.4483 0.2442 0.2988 0.00000 5.136 1500.0 12.0 0.0000 3.9184 184.33 0.2951 0.0000 0.0000 12.720 0.00000 3.982
174.3750 47.0696 0.4891 0.1991 0.3022 0.00000 5.143 1500.0 12.0 0.0000 2.7267 180.84 0.2905 0.0000 0.0000 10.380 0.00000 3.308
180.0000 47.0696 0.5197 0.1605 0.3098 0.00000 5.206 1490.1 12.0 0.0000 2.6977 181.78 0.2516 0.0066 0.0106 8.412 0.00146 3.086
-174.3750 47.0696 0.5120 0.1606 0.3178 0.00000 5.566 1500.0 12.0 0.0000 3.3420 180.44 0.1823 0.0000 0.0000 8.673 0.00000 5.117
-168.7500 47.0696 0.3550 0.3272 0.3117 0.00000 6.087 1500.0 12.0 0.0000 3.2459 194.58 0.1420 0.0000 0.0000 18.416 0.00000 10.865
-163.1250 47.0696 0.4967 0.2000 0.3032 0.00000 5.186 1496.1 12.0 0.0000 2.0809 183.28 0.1913 0.0026 0.0051 10.464 0.00057 3.674
-157.5000 47.0696 0.4769 0.2356 0.2874 0.00000 5.109 1497.0 12.0 0.0000 1.2927 157.85 0.2611 0.0020 0.0032 12.249 0.00044 3.587
-151.8750 47.0696 0.5038 0.2019 0.2942 0.00000 5.177 1498.7 12.0 0.0000 0.7417 89.46 0.1709 0.0009 0.0019 10.553 0.00019 3.635
-146.2500 47.0696 0.6085 0.1430 0.2484 0.00000 5.103 1495.8 12.0 0.0000 0.9176 102.52 0.1596 0.0028 0.0064 7.431 0.00062 2.142
-140.6250 47.0696 0.5702 0.1747 0.2551 0.00000 5.119 1500.0 12.0 0.0000 0.7309 83.07 0.1533 0.0000 0.0000 9.087 0.00000 2.733
-135.0000 47.0696 0.4769 0.2142 0.3089 0.00000 5.101 1499.9 12.0 0.0000 1.4158 174.18 0.1489 0.0000 0.0001 11.128 0.00001 3.191
-129.3750 47.0696 0.4879 0.2009 0.3110 0.00000 5.124 1498.2 12.0 0.0000 1.0054 123.49 0.1495 0.0012 0.0029 10.454 0.00026 3.182
-123.7500 47.0696 0.4067 0.2763 0.3170 0.00000 5.121 1500.0 12.0 0.0000 0.3414 43.63 0.2298 0.0000 0.0000 14.374 0.00000 4.336
-118.1250 47.0696 0.4360 0.2503 0.3055 0.00000 5.108 1500.0 12.0 0.0000 0.7905 98.16 0.2351 0.0000 0.0000 13.011 0.00000 3.804
-112.5000 47.0696 0.5184 0.1607 0.3110 0.00000 5.107 1490.3 12.0 0.0000 1.0718 130.03 0.2404 0.0065 0.0107 8.350 0.00142 2.430
-106.8750 47.0696 0.5071 0.1755 0.3081 0.00000 5.103 1493.3 12.0 0.0000 2.0891 181.90 0.2609 0.0045 0.0070 9.118 0.00098 2.630
-101.2500 47.0696 0.4724 0.2139 0.3064 0.00000 5.103 1500.0 12.0 0.0000 1.1228 137.15 0.2687 0.0000 0.0000 11.111 0.00000 3.202
-95.6250 47.0696 0.4301 0.2547 0.3153 0.00000 5.107 1500.0 12.0 0.0000 0.5207 65.75 0.2521 0.0000 0.0000 13.236 0.00000 3.856
-90.0000 47.0696 0.4312 0.2526 0.3162 0.00000 5.116 1500.0 12.0 0.0000 0.6232 78.68 0.2387 0.0000 0.0000 13.135 0.00000 3.912
-28.1250 47.0696 0.5533 0.1473 0.2994 0.00000 5.432 1497.1 12.0 0.0000 1.5460 177.49 0.1040 0.0019 0.0073 7.866 0.00042 4.236
-22.5000 47.0696 0.6392 0.1397 0.2210 0.00000 5.100 1497.4 12.0 0.0000 2.1385 161.45 0.1878 0.0017 0.0034 7.258 0.00038 2.076
-16.8750 47.0696 0.5271 0.2070 0.2659 0.00000 5.101 1500.0 12.0 0.0000 1.3408 156.85 0.2250 0.0000 0.0000 10.754 0.00000 3.084
-11.2500 47.0696 0.4154 0.2582 0.3264 0.00000 5.106 1500.0 12.0 0.0000 0.4534 58.00 0.2196 0.0000 0.0000 13.419 0.00000 3.903
-5.6250 47.0696 0.4535 0.2379 0.3087 0.00000 5.129 1500.0 12.0 0.0000 0.3814 47.45 0.1868 0.0000 0.0000 12.384 0.00000 3.813
0.0000 41.5325 0.5907 0.1596 0.2497 0.00000 5.128 1497.7 12.0 0.0000 1.7833 168.75 0.1648 0.0016 0.0034 8.308 0.00034 2.552
5.6250 41.5325 0.5193 0.2100 0.2707 0.00000 5.189 1498.5 12.0 0.0000 1.7060 177.13 0.1837 0.0010 0.0020 10.987 0.00022 3.882
11.2500 41.5325 0.5866 0.1699 0.2435 0.00000 5.207 1499.8 12.0 0.0000 1.7218 167.83 0.1755 0.0001 0.0003 8.906 0.00003 3.273
16.8750 41.5325 0.4541 0.2423 0.3036 0.00000 5.249 1500.0 12.0 0.0000 0.8227 102.02 0.2225 0.0000 0.0000 12.744 0.00000 5.090
22.5000 41.5325 0.4090 0.2736 0.3173 0.00000 5.134 1500.0 12.0 0.0000 1.3312 169.96 0.3137 0.0000 0.0000 14.253 0.00000 4.445
28.1250 41.5325 0.4712 0.2434 0.2854 0.00000 5.183 1500.0 12.0 0.0000 1.4146 172.17 0.2851 0.0000 0.0000 12.729 0.00000 4.440
33.7500 41.5325 0.6014 0.1621 0.2365 0.00000 5.567 1499.7 12.0 0.0000 3.6569 165.79 0.1538 0.0002 0.0004 8.752 0.00004 5.164
39.3750 41.5325 0.5592 0.1481 0.2927 0.00000 8.174 1499.6 12.0 0.0000 0.4989 58.38 0.0628 0.0003 0.0034 9.695 0.00006 5.720
45.0000 41.5325 0.4487 0.2223 0.3290 0.00000 8.163 1500.0 12.0 0.0000 0.2872 36.22 0.0628 0.0000 0.0000 14.541 0.00000 8.579
50.6250 41.5325 0.0501 0.6512 0.2987 0.00000 8.163 1500.0 12.0 0.0000 0.2495 36.91 0.0628 0.0000 0.0000 42.599 0.00000 25.134
78.7500 41.5325 0.0458 0.6798 0.2745 0.00000 5.149 1500.0 12.0 0.0000 1.2840 188.06 0.3158 0.0000 0.0000 35.454 0.00000 11.458
84.3750 41.5325 0.0467 0.6731 0.2802 0.00000 5.283 1500.0 12.0 0.0000 0.7339 107.74 0.2540 0.0000 0.0000 35.501 0.00000 15.080
90.0000 41.5325 0.1526 0.5531 0.2943 0.00000 5.542 1500.0 12.0 0.0000 0.5693 80.52 0.2109 0.0000 0.0000 29.800 0.00000 17.582
95.6250 41.5325 0.4882 0.2245 0.2858 0.00000 5.282 1500.0 12.0 0.0000 2.0031 180.78 0.2529 0.0000 0.0000 11.838 0.00000 5.020
101.2500 41.5325 0.4688 0.2307 0.3001 0.00000 5.186 1492.4 12.0 0.0000 2.0781 186.51 0.2754 0.0050 0.0077 12.071 0.00111 4.243
118.1250 41.5325 0.0498 0.6515 0.2987 0.00000 8.163 1500.0 12.0 0.0000 0.0727 10.76 0.0628 0.0000 0.0000 42.619 0.00000 25.145
129.3750 41.5325 0.0498 0.6515 0.2987 0.00000 8.163 1500.0 12.0 0.0000 0.0200 10.00 0.0628 0.0000 0.0000 42.619 0.00000 25.145
151.8750 41.5325 0.1895 0.5291 0.2783 0.00000 5.157 1500.0 12.0 0.0000 1.0817 148.96 0.3335 0.0000 0.0000 27.611 0.00000 9.091
163.1250 41.5325 0.0449 0.6860 0.2691 0.00000 5.129 1500.0 12.0 0.0000 1.4155 206.86 0.3753 0.0000 0.0000 35.722 0.00000 11.015
168.7500 41.5325 0.4936 0.2019 0.2944 0.00000 5.140 1500.0 12.0 0.0000 3.5671 179.54 0.3543 0.0000 0.0000 10.524 0.00000 3.333
180.0000 41.5325 0.5534 0.1066 0.3300 0.00000 7.022 1500.0 12.0 0.0000 2.5750 177.89 0.1141 0.0000 0.0000 6.439 0.00000 3.799
-174.3750 41.5325 0.5499 0.1049 0.3367 0.00000 8.163 1500.0 12.0 0.0000 0.7920 94.61 0.0628 0.0000 0.0000 6.863 0.00000 4.049
-168.7500 41.5325 0.5048 0.1745 0.3207 0.00000 8.169 1499.7 12.0 0.0000 0.5924 72.41 0.0628 0.0002 0.0030 11.421 0.00005 6.738
-163.1250 41.5325 0.5609 0.1722 0.2669 0.00000 7.263 1499.7 12.0 0.0000 1.6541 172.62 0.0933 0.0002 0.0008 10.586 0.00004 6.245
-157.5000 41.5325 0.5538 0.1913 0.2550 0.00000 5.379 1499.4 12.0 0.0000 2.1844 172.10 0.1914 0.0004 0.0007 10.168 0.00008 5.063
-151.8750 41.5325 0.3851 0.2752 0.3397 0.00000 6.205 1500.0 12.0 0.0000 0.7492 97.90 0.1274 0.0000 0.0000 15.634 0.00000 9.224
-146.2500 41.5325 0.4554 0.2093 0.3354 0.00000 6.008 1499.9 12.0 0.0000 0.5400 68.13 0.0906 0.0000 0.0002 11.705 0.00001 6.906
-140.6250 41.5325 0.4767 0.2219 0.3014 0.00000 5.539 1500.0 12.0 0.0000 0.3465 42.45 0.1416 0.0000 0.0000 11.955 0.00000 7.054
-135.0000 41.5325 0.6129 0.1367 0.2504 0.00000 8.163 1500.0 12.0 0.0000 0.3678 40.73 0.0628 0.0000 0.0001 8.943 0.00000 5.276
-129.3750 41.5325 0.5153 0.1765 0.3082 0.00000 5.912 1497.5 12.0 0.0000 0.6694 81.11 0.1082 0.0017 0.0060 9.796 0.00037 5.780
-123.7500 41.5325 0.3637 0.3181 0.3182 0.00000 5.126 1500.0 12.0 0.0000 0.4273 55.75 0.3272 0.0000 0.0000 16.561 0.00000 5.067
-118.1250 41.5325 0.3560 0.3487 0.2886 0.00000 5.106 1500.0 12.0 0.0000 0.6627 84.81 0.3273 0.0000 0.0000 18.119 0.00000 5.263
-112.5000 41.5325 0.4303 0.2601 0.3014 0.00000 5.133 1500.0 12.0 0.0000 1.0685 132.73 0.2642 0.0000 0.0000 13.549 0.00000 4.210
-106.8750 41.5325 0.4905 0.1930 0.3072 0.00000 5.151 1492.6 12.0 0.0000 1.6563 183.51 0.2534 0.0049 0.0079 10.069 0.00108 3.270
-101.2500 41.5325 0.4756 0.2143 0.3018 0.00000 5.121 1487.7 12.0 0.0000 1.4386 178.34 0.3022 0.0082 0.0118 11.153 0.00180 3.369
-95.6250 41.5325 0.4257 0.2623 0.3119 0.00000 5.132 1500.0 12.0 0.0000 0.6396 80.78 0.3001 0.0000 0.0000 13.662 0.00000 4.239
-61.8750 41.5325 0.4487 0.2223 0.3290 0.00000 8.163 1500.0 12.0 0.0000 0.0200 10.00 0.0628 0.0000 0.0000 14.541 0.00000 8.579
-56.2500 41.5325 0.4410 0.2295 0.3295 0.00000 8.173 1500.0 12.0 0.0000 0.0317 10.00 0.0628 0.0000 0.0000 15.021 0.00000 8.862
-50.6250 41.5325 0.4384 0.2323 0.3290 0.00000 7.482 1499.9 12.0 0.0000 0.0683 10.00 0.0833 0.0000 0.0002 14.503 0.00001 8.557
-45.0000 41.5325 0.4512 0.2385 0.3102 0.00000 5.112 1498.3 12.0 0.0000 0.7774 97.16 0.2378 0.0011 0.0019 12.400 0.00025 3.656
-39.3750 41.5325 0.4028 0.2917 0.3055 0.00000 5.404 1499.2 12.0 0.0000 0.4143 52.77 0.1745 0.0005 0.0011 15.540 0.00012 8.029
-33.7500 41.5325 0.3745 0.3201 0.2997 0.00000 5.153 1500.0 12.0 0.0000 0.7458 95.29 0.2661 0.0000 0.0000 16.702 0.00000 5.454
-28.1250 41.5325 0.4057 0.2815 0.3128 0.00000 5.160 1500.0 12.0 0.0000 0.3279 41.83 0.2582 0.0000 0.0000 14.695 0.00000 4.872
-22.5000 41.5325 0.5743 0.1704 0.2552 0.00000 5.101 1489.4 12.0 0.0000 2.2448 173.28 0.2306 0.0070 0.0120 8.853 0.00155 2.540
-16.8750 41.5325 0.6217 0.1675 0.2108 0.00000 5.100 1500.0 12.0 0.0000 2.3064 161.19 0.2710 0.0000 0.0000 8.701 0.00000 2.489
-11.2500 41.5325 0.5846 0.1812 0.2342 0.00000 5.101 1500.0 12.0 0.0000 2.0039 166.97 0.2402 0.0000 0.0000 9.411 0.00000 2.699
-5.6250 41.5325 0.5729 0.1729 0.2542 0.00000 5.102 1498.3 12.0 0.0000 2.0711 170.65 0.1872 0.0012 0.0023 8.981 0.00026 2.585
0.0000 35.9951 0.4408 0.2484 0.3106 0.00000 5.346 1500.0 12.0 0.0000 0.6547 82.01 0.2436 0.0000 0.0000 13.169 0.00000 6.227
5.6250 35.9951 0.4506 0.2652 0.2842 0.00000 5.137 1491.8 12.0 0.0000 1.5810 186.74 0.3363 0.0055 0.0075 13.816 0.00120 4.343
11.2500 35.9951 0.5702 0.1793 0.2505 0.00000 5.171 1493.5 12.0 0.0000 4.5674 171.94 0.2500 0.0043 0.0070 9.369 0.00096 3.185
16.8750 35.9951 0.5377 0.1970 0.2653 0.00000 6.053 1500.0 12.0 0.0000 2.9482 174.47 0.1854 0.0000 0.0000 11.057 0.00000 6.524
22.5000 35.9951 0.4481 0.2471 0.3048 0.00000 5.942 1500.0 12.0 0.0000 1.2878 160.27 0.2385 0.0000 0.0000 13.748 0.00000 8.112
28.1250 35.9951 0.4612 0.2386 0.3002 0.00000 6.267 1500.0 12.0 0.0000 1.0102 124.61 0.2158 0.0000 0.0000 13.618 0.00000 8.035
33.7500 35.9951 0.5481 0.1810 0.2710 0.00000 7.608 1500.0 12.0 0.0000 1.2019 139.53 0.1031 0.0000 0.0000 11.398 0.00000 6.725
39.3750 35.9951 0.5939 0.1514 0.2547 0.00000 7.987 1500.0 12.0 0.0000 0.4801 53.87 0.0709 0.0000 0.0000 9.786 0.00000 5.774
45.0000 35.9951 0.5907 0.1424 0.2669 0.00000 8.170 1499.9 12.0 0.0000 0.4678 52.98 0.0628 0.0001 0.0009 9.318 0.00001 5.498
50.6250 35.9951 0.4854 0.1945 0.3199 0.00000 8.166 1499.6 12.0 0.0000 0.2203 27.16 0.0628 0.0002 0.0032 12.724 0.00005 7.507
56.2500 35.9951 0.3272 0.3754 0.2930 0.00000 5.330 1500.0 12.0 0.0000 2.3349 195.48 0.3104 0.0000 0.0000 19.881 0.00000 9.165
78.7500 35.9951 0.0498 0.6515 0.2987 0.00000 8.163 1500.0 12.0 0.0000 0.1129 16.70 0.0628 0.0000 0.0000 42.617 0.00000 25.144
84.3750 35.9951 0.3209 0.3631 0.3160 0.00000 5.883 1500.0 12.0 0.0000 2.7098 199.28 0.2345 0.0000 0.0000 20.108 0.00000 11.864
90.0000 35.9951 0.4313 0.2421 0.3264 0.00000 7.107 1498.9 12.0 0.0000 2.1734 190.74 0.1245 0.0007 0.0021 14.715 0.00016 8.682
95.6250 35.9951 0.4796 0.2099 0.3105 0.00000 7.458 1499.3 12.0 0.0000 1.2853 158.24 0.1018 0.0005 0.0019 13.079 0.00011 7.716
101.2500 35.9951 0.5280 0.1793 0.2927 0.00000 7.736 1499.4 12.0 0.0000 1.0355 123.14 0.0884 0.0004 0.0019 11.393 0.00008 6.722
106.8750 35.9951 0.5047 0.1738 0.3215 0.00000 8.170 1499.7 12.0 0.0000 0.1953 23.88 0.0628 0.0002 0.0027 11.375 0.00005 6.711
118.1250 35.9951 0.4061 0.2658 0.3281 0.00000 8.165 1500.0 12.0 0.0000 0.0242 10.00 0.0628 0.0000 0.0000 17.390 0.00000 10.260
123.7500 35.9951 0.4859 0.1936 0.3204 0.00000 8.167 1499.7 12.0 0.0000 0.0449 10.00 0.0628 0.0002 0.0028 12.671 0.00005 7.476
129.3750 35.9951 0.3406 0.3440 0.3154 0.00000 5.692 1498.8 12.0 0.0000 0.7221 95.22 0.2367 0.0008 0.0013 18.764 0.00017 11.071
135.0000 35.9951 0.4320 0.2632 0.3048 0.00000 5.314 1500.0 12.0 0.0000 0.3529 44.26 0.2917 0.0000 0.0000 13.918 0.00000 6.243
140.6250 35.9951 0.4316 0.2931 0.2748 0.00000 5.113 1499.2 12.0 0.0000 0.7613 93.98 0.4446 0.0006 0.0007 15.242 0.00012 4.513
146.2500 35.9951 0.1941 0.5398 0.2635 0.00000 5.111 1500.0 12.0 0.0000 0.7787 106.26 0.5166 0.0000 0.0000 28.062 0.00000 8.254
151.8750 35.9951 0.2000 0.5324 0.2640 0.00000 5.123 1500.0 12.0 0.0000 1.1909 161.97 0.4699 0.0000 0.0000 27.706 0.00000 8.405
157.5000 35.9951 0.2966 0.4179 0.2799 0.00000 5.194 1500.0 12.0 0.0000 2.1272 196.60 0.3715 0.0000 0.0000 21.879 0.00000 7.820
168.7500 35.9951 0.5114 0.1846 0.3040 0.00000 8.163 1500.0 12.0 0.0000 0.6130 73.93 0.0628 0.0000 0.0000 12.077 0.00000 7.125
174.3750 35.9951 0.5368 0.1520 0.3112 0.00000 8.163 1499.4 12.0 0.0000 0.8664 103.70 0.0628 0.0004 0.0049 9.942 0.00008 5.866
180.0000 35.9951 0.5497 0.1535 0.2967 0.00000 8.169 1499.6 12.0 0.0000 0.6818 80.36 0.0628 0.0003 0.0037 10.047 0.00006 5.928
