Lon Lat sand clay silt orgc ph bulkdensity cn soilc depth awc bedrockfrac andic pfixation cec allophane polyvalent
112.5000 -2.7689 0.3422 0.4445 0.2132 0.00000 5.107 1470.4 12.0 0.0000 4.1747 195.46 1.1352 0.0198 0.0188 23.100 0.00435 6.729
118.1250 -2.7689 0.1407 0.5527 0.3063 0.00000 7.825 1500.0 12.0 0.0000 3.8518 214.45 0.3573 0.0000 0.0000 35.337 0.00000 20.849
140.6250 -2.7689 0.3281 0.4821 0.1898 0.00000 5.104 1351.2 12.0 0.0000 3.3407 230.07 1.3509 0.0993 0.0918 25.048 0.02184 7.237
146.2500 -2.7689 0.3767 0.4510 0.1722 0.00000 5.100 1308.4 12.0 0.0000 3.2860 236.68 1.4065 0.1278 0.1175 23.428 0.02811 6.706
151.8750 -2.7689 0.4517 0.3846 0.1637 0.00000 5.100 1499.7 12.0 0.0000 2.8311 171.63 1.2476 0.0002 0.0002 19.975 0.00005 5.713
157.5000 -2.7689 0.3123 0.4486 0.2390 0.00000 6.281 1466.9 12.0 0.0000 2.7504 201.91 0.7393 0.0221 0.0229 25.631 0.00486 15.122
163.1250 -2.7689 0.1366 0.5771 0.2858 0.00000 7.180 1500.0 12.0 0.0000 2.1651 212.61 0.4178 0.0000 0.0000 35.259 0.00000 20.803
168.7500 -2.7689 0.0498 0.6515 0.2987 0.00000 8.163 1500.0 12.0 0.0000 0.0349 10.00 0.0628 0.0000 0.0000 42.617 0.00000 25.144
174.3750 -2.7689 0.4060 0.2796 0.3143 0.00000 8.166 1500.0 12.0 0.0000 0.1022 13.05 0.0628 0.0000 0.0000 18.294 0.00000 10.793
180.0000 -2.7689 0.1848 0.5311 0.2841 0.00000 7.515 1500.0 12.0 0.0000 1.0995 152.61 0.3128 0.0000 0.0000 33.228 0.00001 19.604
-174.3750 -2.7689 0.0498 0.6515 0.2987 0.00000 8.163 1500.0 12.0 0.0000 0.0200 10.00 0.0628 0.0000 0.0000 42.618 0.00000 25.145
-163.1250 -2.7689 0.2640 0.5287 0.2072 0.00000 5.192 1500.0 12.0 0.0000 1.3433 172.82 1.3750 0.0000 0.0000 27.673 0.00000 9.852
-157.5000 -2.7689 0.3230 0.4992 0.1758 0.00000 5.100 1500.0 12.0 0.0000 1.2183 149.43 1.6157 0.0000 0.0000 25.926 0.00000 7.415
-151.8750 -2.7689 0.3273 0.4709 0.2011 0.00000 5.100 1500.0 12.0 0.0000 1.2268 152.55 1.3405 0.0000 0.0000 24.459 0.00000 6.995
-146.2500 -2.7689 0.3883 0.3563 0.2554 0.00000 5.103 1490.3 12.0 0.0000 2.8359 189.77 0.8168 0.0065 0.0066 18.513 0.00142 5.342
-140.6250 -2.7689 0.3611 0.3320 0.3069 0.00000 5.253 1497.1 12.0 0.0000 2.3287 195.59 0.4671 0.0019 0.0023 17.466 0.00043 7.027
-135.0000 -2.7689 0.4670 0.2849 0.2481 0.00000 5.104 1500.0 12.0 0.0000 1.6554 179.02 0.5706 0.0000 0.0000 14.803 0.00000 4.275
-129.3750 -2.7689 0.4715 0.2831 0.2454 0.00000 5.495 1450.7 12.0 0.0000 2.0169 193.14 0.4795 0.0329 0.0389 15.198 0.00724 8.908
-123.7500 -2.7689 0.3771 0.2846 0.3381 0.00000 8.163 1500.0 12.0 0.0000 0.0793 10.39 0.0628 0.0000 0.0000 18.616 0.00000 10.983
-73.1250 -2.7689 0.3383 0.4459 0.2158 0.00000 5.102 1500.0 12.0 0.0000 1.2656 157.95 1.1552 0.0000 0.0000 23.163 0.00000 6.652
-67.5000 -2.7689 0.3838 0.3852 0.2309 0.00000 5.100 1498.5 12.0 0.0000 2.0013 185.14 0.9147 0.0010 0.0010 20.010 0.00022 5.727
-61.8750 -2.7689 0.3741 0.3709 0.2550 0.00000 5.100 1500.0 12.0 0.0000 3.2407 188.11 0.8177 0.0000 0.0000 19.266 0.00000 5.511
-56.2500 -2.7689 0.4074 0.3147 0.2779 0.00000 5.358 1496.7 12.0 0.0000 2.9747 188.49 0.5143 0.0022 0.0025 16.701 0.00048 8.049
-50.6250 -2.7689 0.4229 0.2432 0.3339 0.00000 8.169 1500.0 12.0 0.0000 0.1213 15.52 0.0628 0.0000 0.0000 15.914 0.00000 9.389
-45.0000 -2.7689 0.0458 0.6793 0.2749 0.00000 6.747 1500.0 12.0 0.0000 1.1438 167.56 0.3113 0.0000 0.0000 40.207 0.00000 23.722
-39.3750 -2.7689 0.1862 0.5528 0.2610 0.00000 6.207 1500.0 12.0 0.0000 2.4857 205.64 0.7054 0.0000 0.0000 31.405 0.00000 18.529
-33.7500 -2.7689 0.3411 0.4404 0.2184 0.00000 5.384 1385.2 12.0 0.0000 3.2980 221.68 0.9330 0.0766 0.0756 23.426 0.01685 11.752
-28.1250 -2.7689 0.3945 0.3865 0.2190 0.00000 5.100 1500.0 12.0 0.0000 1.9850 182.49 1.1431 0.0000 0.0000 20.075 0.00000 5.746
-22.5000 -2.7689 0.3739 0.3811 0.2451 0.00000 5.100 1500.0 12.0 0.0000 0.7287 90.88 1.1854 0.0000 0.0000 19.795 0.00000 5.668
-16.8750 -2.7689 0.4366 0.3453 0.2181 0.00000 5.100 1500.0 12.0 0.0000 0.9288 110.60 1.0244 0.0000 0.0000 17.935 0.00000 5.133
-11.2500 -2.7689 0.4743 0.3411 0.1846 0.00000 5.100 1500.0 12.0 0.0000 1.2430 142.27 1.0876 0.0000 0.0000 17.716 0.00000 5.067
-5.6250 -2.7689 0.3398 0.4516 0.2086 0.00000 5.101 1478.1 12.0 0.0000 1.7483 192.88 1.1987 0.0146 0.0137 23.458 0.00321 6.723
0.0000 -8.3067 0.3051 0.3427 0.3512 0.00000 8.165 1499.9 12.0 0.0000 0.0702 10.00 0.0628 0.0001 0.0010 22.420 0.00002 13.228
5.6250 -8.3067 0.5666 0.0854 0.3380 0.00000 8.163 1500.0 12.0 0.0000 0.0755 10.00 0.0628 0.0000 0.0000 5.587 0.00000 3.297
22.5000 -8.3067 0.2945 0.4568 0.2488 0.00000 5.193 1500.0 12.0 0.0000 2.0227 194.62 1.0170 0.0000 0.0000 23.913 0.00000 8.536
28.1250 -8.3067 0.3188 0.3411 0.3400 0.00000 8.170 1500.0 12.0 0.0000 0.1688 22.73 0.0628 0.0000 0.0000 22.322 0.00000 13.170
33.7500 -8.3067 0.0720 0.6183 0.3097 0.00000 8.163 1500.0 12.0 0.0000 0.0397 10.00 0.0628 0.0000 0.0000 40.449 0.00000 23.865
39.3750 -8.3067 0.2977 0.3729 0.3295 0.00000 8.168 1499.5 12.0 0.0000 0.0620 10.00 0.0628 0.0003 0.0046 24.399 0.00008 14.395
45.0000 -8.3067 0.3442 0.4357 0.2201 0.00000 5.101 1239.1 12.0 0.0000 1.0144 179.50 1.0797 0.1740 0.1670 22.629 0.03828 6.481
50.6250 -8.3067 0.4122 0.4193 0.1684 0.00000 5.100 1316.6 12.0 0.0000 1.5044 230.63 1.2395 0.1223 0.1147 21.781 0.02691 6.232
56.2500 -8.3067 0.4891 0.3297 0.1812 0.00000 5.100 1456.0 12.0 0.0000 1.6951 183.21 0.9576 0.0293 0.0288 17.124 0.00645 4.899
61.8750 -8.3067 0.4567 0.2843 0.2591 0.00000 5.228 1500.0 12.0 0.0000 1.0005 120.80 0.5694 0.0000 0.0000 14.925 0.00000 5.723
67.5000 -8.3067 0.5124 0.2869 0.2007 0.00000 5.107 1500.0 12.0 0.0000 2.0306 169.95 0.7344 0.0000 0.0000 14.909 0.00000 4.345
73.1250 -8.3067 0.3688 0.3862 0.2450 0.00000 5.586 1429.8 12.0 0.0000 2.6083 208.60 0.6878 0.0468 0.0496 20.885 0.01030 12.322
78.7500 -8.3067 0.1508 0.5028 0.3464 0.00000 8.183 1500.0 12.0 0.0000 0.1089 15.82 0.0628 0.0000 0.0000 32.938 0.00000 19.434
84.3750 -8.3067 0.0498 0.6515 0.2987 0.00000 8.163 1500.0 12.0 0.0000 0.0251 10.00 0.0628 0.0000 0.0000 42.617 0.00000 25.144
90.0000 -8.3067 0.0498 0.6515 0.2987 0.00000 8.163 1500.0 12.0 0.0000 0.0925 13.68 0.0628 0.0000 0.0000 42.616 0.00000 25.143
101.2500 -8.3067 0.4802 0.2084 0.3113 0.00000 8.168 1499.1 12.0 0.0000 0.2746 33.82 0.0628 0.0006 0.0081 13.636 0.00013 8.045
106.8750 -8.3067 0.4286 0.3351 0.2363 0.00000 5.415 1468.9 12.0 0.0000 3.7686 190.55 0.6530 0.0207 0.0222 17.871 0.00456 9.394
112.5000 -8.3067 0.3529 0.3577 0.2892 0.00000 6.709 1491.1 12.0 0.0000 2.7995 196.23 0.4379 0.0059 0.0072 21.111 0.00131 12.456
118.1250 -8.3067 0.2476 0.3949 0.3557 0.00000 8.165 1499.9 12.0 0.0000 0.2667 37.30 0.0628 0.0001 0.0013 25.835 0.00002 15.243
135.0000 -8.3067 0.2409 0.5108 0.2476 0.00000 6.600 1475.7 12.0 0.0000 3.0817 206.47 0.7495 0.0162 0.0168 29.899 0.00357 17.641
140.6250 -8.3067 0.3100 0.4898 0.2003 0.00000 5.108 1264.9 12.0 0.0000 2.3007 258.69 1.2661 0.1568 0.1465 25.458 0.03450 7.444
146.2500 -8.3067 0.2949 0.4802 0.2249 0.00000 5.100 1490.6 12.0 0.0000 1.4171 184.12 1.2987 0.0062 0.0058 24.944 0.00137 7.134
151.8750 -8.3067 0.2723 0.4853 0.2424 0.00000 5.100 1500.0 12.0 0.0000 1.1836 154.61 1.2018 0.0000 0.0000 25.207 0.00000 7.211
157.5000 -8.3067 0.2751 0.4845 0.2403 0.00000 5.181 1442.1 12.0 0.0000 2.1844 212.86 1.0057 0.0386 0.0376 25.340 0.00850 8.808
163.1250 -8.3067 0.2527 0.5032 0.2441 0.00000 5.805 1462.6 12.0 0.0000 3.3287 209.11 0.8796 0.0249 0.0249 27.699 0.00548 16.342
168.7500 -8.3067 0.2569 0.5198 0.2234 0.00000 5.672 1495.1 12.0 0.0000 3.5847 196.79 0.9688 0.0032 0.0032 28.307 0.00071 16.701
174.3750 -8.3067 0.3075 0.4278 0.2647 0.00000 6.453 1498.9 12.0 0.0000 2.4964 195.44 0.6427 0.0007 0.0008 24.765 0.00016 14.611
180.0000 -8.3067 0.4093 0.2522 0.3384 0.00000 8.172 1500.0 12.0 0.0000 0.1120 14.46 0.0628 0.0000 0.0000 16.508 0.00000 9.740
-174.3750 -8.3067 0.3938 0.2973 0.3088 0.00000 8.166 1500.0 12.0 0.0000 0.1535 19.65 0.0628 0.0000 0.0002 19.452 0.00000 11.477
-168.7500 -8.3067 0.0498 0.6515 0.2987 0.00000 8.163 1500.0 12.0 0.0000 0.0455 10.00 0.0628 0.0000 0.0000 42.617 0.00000 25.144
-151.8750 -8.3067 0.5570 0.0988 0.3354 0.00000 8.163 1500.0 12.0 0.0000 0.0487 10.00 0.0628 0.0000 0.0000 6.465 0.00000 3.814
-146.2500 -8.3067 0.4229 0.2416 0.3326 0.00000 8.166 1500.0 12.0 0.0000 0.0861 10.98 0.0628 0.0000 0.0000 15.806 0.00000 9.326
-140.6250 -8.3067 0.3035 0.4470 0.2494 0.00000 5.926 1500.0 12.0 0.0000 1.8591 193.86 0.7041 0.0000 0.0000 24.845 0.00000 14.658
-135.0000 -8.3067 0.3359 0.4321 0.2320 0.00000 5.100 1499.9 12.0 0.0000 1.2982 163.71 1.2352 0.0001 0.0001 22.441 0.00001 6.418
-129.3750 -8.3067 0.3799 0.3931 0.2270 0.00000 5.100 1442.7 12.0 0.0000 0.7164 96.40 1.2818 0.0382 0.0356 20.418 0.00840 5.840
-123.7500 -8.3067 0.4093 0.3326 0.2580 0.00000 5.705 1432.7 12.0 0.0000 1.7150 205.43 0.5715 0.0449 0.0500 18.159 0.00987 10.714
-118.1250 -8.3067 0.4344 0.2469 0.3187 0.00000 8.168 1500.0 12.0 0.0000 0.1725 21.78 0.0628 0.0000 0.0000 16.156 0.00000 9.532
-112.5000 -8.3067 0.3102 0.3578 0.3321 0.00000 8.165 1500.0 12.0 0.0000 0.2238 30.13 0.0628 0.0000 0.0000 23.407 0.00000 13.810
-67.5000 -8.3067 0.2911 0.3575 0.3514 0.00000 8.164 1500.0 12.0 0.0000 0.0818 11.22 0.0628 0.0000 0.0000 23.391 0.00000 13.801
-61.8750 -8.3067 0.4067 0.2646 0.3287 0.00000 8.173 1500.0 12.0 0.0000 0.2037 26.19 0.0628 0.0000 0.0001 17.322 0.00000 10.220
-56.2500 -8.3067 0.4029 0.2487 0.3482 0.00000 8.163 1500.0 12.0 0.0000 0.1345 17.51 0.0628 0.0000 0.0000 16.268 0.00000 9.598
-39.3750 -8.3067 0.3102 0.4631 0.2267 0.00000 5.647 1365.6 12.0 0.0000 3.5980 231.23 0.9221 0.0897 0.0887 25.167 0.01973 14.848
-33.7500 -8.3067 0.4959 0.2997 0.2044 0.00000 5.174 1462.1 12.0 0.0000 3.5426 183.19 0.6781 0.0252 0.0268 15.665 0.00555 5.361
-28.1250 -8.3067 0.4332 0.3071 0.2597 0.00000 5.520 1500.0 12.0 0.0000 1.9514 183.28 0.5136 0.0000 0.0000 16.517 0.00000 9.745
-22.5000 -8.3067 0.3887 0.3652 0.2461 0.00000 5.123 1500.0 12.0 0.0000 1.1763 145.74 0.9971 0.0000 0.0000 19.005 0.00000 5.765
-16.8750 -8.3067 0.3795 0.3418 0.2787 0.00000 5.197 1500.0 12.0 0.0000 0.5826 73.83 0.7706 0.0000 0.0000 17.900 0.00000 6.445
-11.2500 -8.3067 0.4380 0.3659 0.1961 0.00000 5.100 1500.0 12.0 0.0000 1.2641 148.47 1.2211 0.0000 0.0000 19.003 0.00000 5.435
-5.6250 -8.3067 0.3619 0.4410 0.1971 0.00000 5.104 1393.6 12.0 0.0000 2.1020 215.05 1.1812 0.0709 0.0670 22.912 0.01561 6.616
0.0000 -13.8445 0.2592 0.4152 0.3219 0.00000 8.163 1500.0 12.0 0.0000 0.1015 13.85 0.0628 0.0000 0.0000 27.158 0.00000 16.023
5.6250 -13.8445 0.4634 0.1985 0.3301 0.00000 8.163 1500.0 12.0 0.0000 0.0737 10.00 0.0628 0.0000 0.0000 12.987 0.00000 7.662
16.8750 -13.8445 0.3203 0.4273 0.2524 0.00000 5.199 1500.0 12.0 0.0000 1.5053 192.68 0.8923 0.0000 0.0000 22.382 0.00000 8.081
22.5000 -13.8445 0.4071 0.2757 0.3171 0.00000 8.163 1500.0 12.0 0.0000 0.1784 22.79 0.0628 0.0000 0.0000 18.035 0.00000 10.641
39.3750 -13.8445 0.2730 0.4360 0.2910 0.00000 6.713 1499.1 12.0 0.0000 0.7119 95.52 0.4901 0.0006 0.0007 25.739 0.00014 15.186
45.0000 -13.8445 0.4677 0.3002 0.2322 0.00000 5.106 1476.4 12.0 0.0000 1.1341 139.39 0.6105 0.0157 0.0172 15.600 0.00346 4.533
50.6250 -13.8445 0.4523 0.3393 0.2084 0.00000 5.100 1500.0 12.0 0.0000 0.6298 73.97 1.0322 0.0000 0.0000 17.625 0.00000 5.041
56.2500 -13.8445 0.3719 0.3662 0.2618 0.00000 5.101 1500.0 12.0 0.0000 0.2735 34.47 1.0101 0.0000 0.0000 19.024 0.00000 5.453
61.8750 -13.8445 0.4070 0.2707 0.3223 0.00000 6.412 1500.0 12.0 0.0000 0.3777 48.40 0.2851 0.0000 0.0000 15.621 0.00000 9.217
67.5000 -13.8445 0.5067 0.2477 0.2456 0.00000 5.525 1500.0 12.0 0.0000 1.3829 161.50 0.4258 0.0000 0.0000 13.330 0.00000 7.865
73.1250 -13.8445 0.3504 0.4137 0.2359 0.00000 5.358 1448.9 12.0 0.0000 2.2275 203.55 0.8065 0.0341 0.0347 21.955 0.00749 10.583
78.7500 -13.8445 0.2003 0.5706 0.2290 0.00000 5.841 1457.1 12.0 0.0000 2.8430 213.89 1.0118 0.0286 0.0278 31.496 0.00630 18.583
84.3750 -13.8445 0.2535 0.4825 0.2639 0.00000 6.218 1489.9 12.0 0.0000 2.3637 202.90 0.7313 0.0067 0.0070 27.434 0.00148 16.186
90.0000 -13.8445 0.2255 0.4294 0.3447 0.00000 8.163 1500.0 12.0 0.0000 0.2226 31.28 0.0628 0.0000 0.0000 28.089 0.00000 16.573
101.2500 -13.8445 0.2768 0.4032 0.3157 0.00000 8.163 1500.0 12.0 0.0000 0.2156 29.08 0.0628 0.0000 0.0000 26.374 0.00000 15.561
106.8750 -13.8445 0.4447 0.2254 0.3251 0.00000 8.168 1500.0 12.0 0.0000 0.2067 25.93 0.0628 0.0000 0.0002 14.754 0.00000 8.705
112.5000 -13.8445 0.3574 0.2980 0.3425 0.00000 8.169 1500.0 12.0 0.0000 0.1628 21.54 0.0628 0.0000 0.0002 19.501 0.00000 11.506
118.1250 -13.8445 0.2625 0.3894 0.3454 0.00000 8.163 1499.8 12.0 0.0000 0.4071 56.22 0.0628 0.0001 0.0014 25.473 0.00002 15.029
135.0000 -13.8445 0.3561 0.3670 0.2770 0.00000 6.582 1493.9 12.0 0.0000 2.3033 193.86 0.4961 0.0041 0.0047 21.453 0.00089 12.657
140.6250 -13.8445 0.3376 0.4379 0.2245 0.00000 5.101 1489.6 12.0 0.0000 1.9355 191.32 1.0462 0.0070 0.0067 22.747 0.00153 6.518
146.2500 -13.8445 0.2868 0.4694 0.2438 0.00000 5.100 1484.8 12.0 0.0000 1.5146 199.34 1.0712 0.0101 0.0097 24.381 0.00223 6.976
151.8750 -13.8445 0.4042 0.3911 0.2047 0.00000 5.102 1393.5 12.0 0.0000 2.3923 212.08 0.9821 0.0710 0.0694 20.318 0.01563 5.835
157.5000 -13.8445 0.3549 0.3639 0.2811 0.00000 5.774 1474.7 12.0 0.0000 1.7151 200.15 0.5266 0.0168 0.0193 19.983 0.00371 11.790
163.1250 -13.8445 0.3035 0.4066 0.2899 0.00000 6.857 1488.1 12.0 0.0000 2.5094 201.70 0.4797 0.0079 0.0094 24.260 0.00175 14.313
168.7500 -13.8445 0.2562 0.4718 0.2720 0.00000 5.182 1491.6 12.0 0.0000 2.9507 203.03 0.8890 0.0056 0.0056 24.673 0.00123 8.592
174.3750 -13.8445 0.3464 0.3759 0.2778 0.00000 5.408 1497.5 12.0 0.0000 3.7491 193.73 0.6074 0.0016 0.0018 20.033 0.00036 10.421
180.0000 -13.8445 0.3446 0.3481 0.3073 0.00000 5.949 1499.6 12.0 0.0000 2.7722 196.38 0.4143 0.0003 0.0004 19.382 0.00006 11.435
-174.3750 -13.8445 0.3215 0.3526 0.3259 0.00000 7.789 1499.7 12.0 0.0000 2.2074 200.36 0.2116 0.0002 0.0003 22.487 0.00004 13.267
-168.7500 -13.8445 0.0498 0.6515 0.2987 0.00000 8.163 1500.0 12.0 0.0000 0.0455 10.00 0.0628 0.0000 0.0000 42.618 0.00000 25.144
-146.2500 -13.8445 0.1226 0.5430 0.3344 0.00000 8.163 1500.0 12.0 0.0000 0.0619 10.00 0.0628 0.0000 0.0000 35.520 0.00000 20.957
-140.6250 -13.8445 0.4113 0.2636 0.3250 0.00000 8.169 1500.0 12.0 0.0000 0.0350 10.00 0.0628 0.0000 0.0000 17.252 0.00000 10.179
-135.0000 -13.8445 0.3670 0.4005 0.2326 0.00000 5.100 1500.0 12.0 0.0000 1.1154 138.60 1.0928 0.0000 0.0000 20.800 0.00000 5.949
-129.3750 -13.8445 0.3937 0.3931 0.2132 0.00000 5.100 1500.0 12.0 0.0000 0.5359 65.01 1.4572 0.0000 0.0000 20.420 0.00000 5.840
-123.7500 -13.8445 0.3852 0.4375 0.1773 0.00000 5.109 1278.6 12.0 0.0000 2.1549 245.41 1.2068 0.1477 0.1391 22.740 0.03249 6.657
-118.1250 -13.8445 0.5525 0.1621 0.2854 0.00000 8.168 1500.0 12.0 0.0000 0.2150 25.11 0.0628 0.0000 0.0000 10.607 0.00000 6.258
-112.5000 -13.8445 0.3415 0.3231 0.3345 0.00000 8.178 1500.0 12.0 0.0000 0.1934 25.68 0.0628 0.0000 0.0000 21.155 0.00000 12.482
-61.8750 -13.8445 0.5667 0.0852 0.3380 0.00000 8.163 1499.5 12.0 0.0000 0.6545 77.53 0.0628 0.0003 0.0045 5.576 0.00007 3.290
-56.2500 -13.8445 0.3032 0.3518 0.3436 0.00000 8.163 1500.0 12.0 0.0000 0.3671 49.80 0.0628 0.0000 0.0001 23.017 0.00000 13.580
-39.3750 -13.8445 0.3174 0.4247 0.2579 0.00000 6.556 1449.7 12.0 0.0000 3.0468 208.60 0.5907 0.0336 0.0370 24.779 0.00738 14.619
-33.7500 -13.8445 0.3556 0.4309 0.2135 0.00000 5.317 1466.9 12.0 0.0000 3.8036 195.35 0.9755 0.0221 0.0216 22.793 0.00486 10.282
-28.1250 -13.8445 0.4378 0.3114 0.2507 0.00000 6.137 1496.5 12.0 0.0000 2.3730 182.94 0.5105 0.0023 0.0027 17.593 0.00051 10.380
-22.5000 -13.8445 0.4789 0.2644 0.2567 0.00000 7.093 1498.5 12.0 0.0000 2.1900 179.30 0.3405 0.0010 0.0014 16.050 0.00022 9.470
-16.8750 -13.8445 0.5107 0.2675 0.2218 0.00000 5.688 1500.0 12.0 0.0000 3.3195 172.32 0.5505 0.0000 0.0000 14.586 0.00000 8.606
-11.2500 -13.8445 0.4808 0.3001 0.2191 0.00000 5.517 1491.0 12.0 0.0000 3.0242 177.43 0.6069 0.0060 0.0066 16.138 0.00132 9.521
-5.6250 -13.8445 0.2290 0.5273 0.2431 0.00000 6.407 1419.3 12.0 0.0000 2.6761 224.05 0.7807 0.0539 0.0552 30.420 0.01185 17.948
0.0000 -19.3822 0.3109 0.3573 0.3316 0.00000 8.169 1500.0 12.0 0.0000 0.1623 21.84 0.0628 0.0000 0.0000 23.385 0.00000 13.797
5.6250 -19.3822 0.2731 0.3850 0.3419 0.00000 8.169 1500.0 12.0 0.0000 0.0515 10.00 0.0628 0.0000 0.0000 25.193 0.00000 14.864
11.2500 -19.3822 0.4401 0.2425 0.3174 0.00000 8.173 1499.7 12.0 0.0000 0.0595 10.00 0.0628 0.0002 0.0030 15.871 0.00005 9.364
16.8750 -19.3822 0.3140 0.4605 0.2254 0.00000 5.200 1423.3 12.0 0.0000 1.9119 213.42 0.9958 0.0511 0.0498 24.122 0.01125 8.726
22.5000 -19.3822 0.4619 0.2897 0.2483 0.00000 5.596 1457.1 12.0 0.0000 1.8957 192.35 0.4730 0.0286 0.0340 15.681 0.00629 9.252
28.1250 -19.3822 0.2843 0.3857 0.3298 0.00000 8.167 1499.8 12.0 0.0000 0.1135 15.44 0.0628 0.0002 0.0022 25.241 0.00004 14.892
39.3750 -19.3822 0.1586 0.4915 0.3500 0.00000 8.170 1500.0 12.0 0.0000 0.0388 10.00 0.0628 0.0000 0.0000 32.165 0.00000 18.977
45.0000 -19.3822 0.3690 0.2989 0.3320 0.00000 7.710 1499.7 12.0 0.0000 0.2334 30.61 0.1432 0.0002 0.0005 18.960 0.00004 11.186
50.6250 -19.3822 0.4983 0.2577 0.2440 0.00000 5.135 1489.0 12.0 0.0000 0.7438 88.80 0.4232 0.0073 0.0091 13.426 0.00161 4.195
56.2500 -19.3822 0.4558 0.3017 0.2424 0.00000 5.109 1500.0 12.0 0.0000 0.4554 54.47 0.7168 0.0000 0.0000 15.684 0.00000 4.598
61.8750 -19.3822 0.3897 0.2654 0.3449 0.00000 7.231 1500.0 12.0 0.0000 0.1530 20.00 0.1940 0.0000 0.0000 16.273 0.00000 9.601
67.5000 -19.3822 0.4760 0.2258 0.2983 0.00000 7.601 1500.0 12.0 0.0000 0.3594 43.96 0.1584 0.0000 0.0000 14.210 0.00000 8.384
73.1250 -19.3822 0.4882 0.2300 0.2818 0.00000 7.803 1499.0 12.0 0.0000 0.8208 99.02 0.1410 0.0007 0.0018 14.685 0.00015 8.664
78.7500 -19.3822 0.4807 0.2855 0.2338 0.00000 5.597 1493.4 12.0 0.0000 5.5168 178.26 0.4607 0.0044 0.0053 15.454 0.00096 9.118
84.3750 -19.3822 0.3682 0.3939 0.2379 0.00000 5.159 1474.9 12.0 0.0000 2.4020 194.38 0.7873 0.0168 0.0172 20.563 0.00369 6.805
90.0000 -19.3822 0.3698 0.2950 0.3352 0.00000 8.166 1499.7 12.0 0.0000 0.1007 13.22 0.0628 0.0002 0.0026 19.305 0.00004 11.390
95.6250 -19.3822 0.0498 0.6515 0.2987 0.00000 8.163 1500.0 12.0 0.0000 0.0387 10.00 0.0628 0.0000 0.0000 42.619 0.00000 25.145
106.8750 -19.3822 0.5119 0.1430 0.3363 0.00000 8.179 1500.0 12.0 0.0000 0.1789 21.77 0.0628 0.0000 0.0000 9.368 0.00000 5.527
112.5000 -19.3822 0.4218 0.2442 0.3269 0.00000 8.163 1500.0 12.0 0.0000 0.1495 18.94 0.0628 0.0000 0.0000 15.973 0.00000 9.424
129.3750 -19.3822 0.5395 0.1151 0.3359 0.00000 8.163 1500.0 12.0 0.0000 0.1132 13.57 0.0628 0.0000 0.0000 7.530 0.00000 4.443
135.0000 -19.3822 0.3014 0.3585 0.3395 0.00000 8.075 1500.0 12.0 0.0000 0.5022 68.11 0.1277 0.0000 0.0001 23.315 0.00001 13.756
140.6250 -19.3822 0.3591 0.3243 0.3166 0.00000 6.441 1499.3 12.0 0.0000 1.4711 192.37 0.3147 0.0005 0.0007 18.755 0.00011 11.065
146.2500 -19.3822 0.3308 0.4019 0.2673 0.00000 5.160 1463.7 12.0 0.0000 1.7091 204.20 0.7238 0.0242 0.0253 20.980 0.00533 6.964
151.8750 -19.3822 0.2908 0.4026 0.3064 0.00000 7.494 1499.7 12.0 0.0000 1.1529 154.54 0.2874 0.0002 0.0003 25.150 0.00005 14.838
157.5000 -19.3822 0.1720 0.4779 0.3501 0.00000 8.172 1500.0 12.0 0.0000 0.1170 16.87 0.0628 0.0000 0.0000 31.284 0.00000 18.457
163.1250 -19.3822 0.1428 0.5160 0.3412 0.00000 8.163 1500.0 12.0 0.0000 0.1741 25.30 0.0628 0.0000 0.0000 33.754 0.00000 19.915
168.7500 -19.3822 0.4802 0.2393 0.2805 0.00000 7.831 1499.3 12.0 0.0000 2.0229 181.45 0.1620 0.0005 0.0010 15.306 0.00010 9.031
174.3750 -19.3822 0.4892 0.2578 0.2530 0.00000 5.918 1500.0 12.0 0.0000 3.2364 177.54 0.3695 0.0000 0.0000 14.319 0.00000 8.448
180.0000 -19.3822 0.3912 0.3406 0.2682 0.00000 5.426 1497.0 12.0 0.0000 3.7157 188.83 0.5321 0.0020 0.0023 18.179 0.00044 9.699
-174.3750 -19.3822 0.3787 0.2928 0.3283 0.00000 8.171 1500.0 12.0 0.0000 0.2478 32.27 0.0628 0.0000 0.0000 19.165 0.00000 11.307
-168.7500 -19.3822 0.0658 0.6276 0.3066 0.00000 8.163 1500.0 12.0 0.0000 0.1043 15.38 0.0628 0.0000 0.0000 41.053 0.00000 24.221
-146.2500 -19.3822 0.4496 0.2269 0.3234 0.00000 8.169 1500.0 12.0 0.0000 0.0403 10.00 0.0628 0.0000 0.0000 14.852 0.00000 8.763
-140.6250 -19.3822 0.3732 0.3047 0.3220 0.00000 6.091 1500.0 12.0 0.0000 0.7272 94.64 0.3127 0.0000 0.0000 17.157 0.00000 10.122
-135.0000 -19.3822 0.4119 0.3075 0.2806 0.00000 5.222 1500.0 12.0 0.0000 0.9469 118.29 0.4617 0.0000 0.0000 16.138 0.00000 6.108
-129.3750 -19.3822 0.3929 0.3707 0.2364 0.00000 5.101 1500.0 12.0 0.0000 1.1506 141.48 0.9702 0.0000 0.0000 19.258 0.00000 5.517
-123.7500 -19.3822 0.3947 0.4171 0.1883 0.00000 5.138 1297.2 12.0 0.0000 2.1154 240.11 1.0358 0.1352 0.1308 21.732 0.02975 6.849
