Lon Lat b theta_s theta_fc theta_wp awc_mm evaporable_mm u00 u01 u02 u03 u04 u05 u06 u07 u08 u09 u10 u11 u12 u13 u14
-135.0000 85.7606 6.46873 0.434841 0.329968 0.157265 24.637 26.358 0.547332 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-129.3750 85.7606 6.82627 0.438279 0.341244 0.169077 23.286 24.886 0.473294 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-123.7500 85.7606 6.91217 0.440103 0.345932 0.172902 23.370 25.000 0.471419 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-118.1250 85.7606 6.85063 0.440848 0.346834 0.172276 24.296 26.062 0.512656 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-112.5000 85.7606 6.24477 0.434883 0.327181 0.151847 26.376 28.274 0.625120 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-106.8750 85.7606 5.87870 0.425914 0.303305 0.134196 25.408 27.080 0.623246 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-101.2500 85.7606 6.14350 0.426531 0.308595 0.141421 25.258 27.045 0.631680 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-95.6250 85.7606 5.18290 0.413226 0.265154 0.105152 25.374 26.860 0.706656 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-90.0000 85.7606 5.85493 0.422131 0.295295 0.130220 25.235 26.926 0.649487 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-84.3750 85.7606 5.34446 0.415014 0.271966 0.110911 26.401 28.087 0.760077 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-78.7500 85.7606 5.54879 0.417629 0.281028 0.118455 25.264 26.862 0.674792 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-73.1250 85.7606 6.44673 0.429655 0.319099 0.151701 21.338 22.538 0.395506 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-67.5000 85.7606 6.88172 0.434652 0.334457 0.166654 21.248 22.539 0.387071 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-61.8750 85.7606 6.83074 0.433674 0.331907 0.164526 22.340 23.839 0.455487 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-56.2500 85.7606 7.36310 0.440696 0.351585 0.183351 21.082 22.453 0.373950 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-50.6250 85.7606 7.50165 0.442796 0.357086 0.188473 20.340 21.573 0.327090 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-45.0000 85.7606 7.19133 0.439303 0.347120 0.178230 22.257 23.820 0.438617 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-39.3750 85.7606 6.64118 0.432822 0.327953 0.159342 23.737 25.421 0.528588 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
50.6250 80.2688 6.59353 0.433419 0.328587 0.158820 35.435 38.611 1.000000 0.270858 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
56.2500 80.2688 6.24356 0.432817 0.322853 0.149817 47.875 50.871 1.000000 0.950328 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
61.8750 80.2688 5.94478 0.428812 0.310277 0.138530 52.346 55.117 1.000000 1.000000 0.294288 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
67.5000 80.2688 6.62982 0.437900 0.338252 0.164143 65.190 68.473 1.000000 1.000000 0.990628 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
73.1250 80.2688 7.38500 0.444341 0.359221 0.187696 56.298 60.052 1.000000 1.000000 0.528588 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
78.7500 80.2688 6.54301 0.434152 0.329467 0.158353 58.664 61.832 1.000000 1.000000 0.674792 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
84.3750 80.2688 6.27120 0.431710 0.320940 0.149434 54.556 57.544 1.000000 1.000000 0.427371 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
90.0000 80.2688 6.37349 0.431583 0.322047 0.151800 33.844 36.880 1.000000 0.171515 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
95.6250 80.2688 6.36601 0.431030 0.320819 0.151087 31.403 34.337 0.970947 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
101.2500 80.2688 6.19224 0.427943 0.312152 0.143932 27.434 29.598 0.751642 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
106.8750 80.2688 7.13297 0.437071 0.342023 0.174657 24.236 26.223 0.568888 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
112.5000 80.2688 7.68096 0.444770 0.362603 0.194262 23.573 25.597 0.521091 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
118.1250 80.2688 7.17943 0.439645 0.347699 0.178330 24.193 26.152 0.549207 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
123.7500 80.2688 6.66508 0.433679 0.329980 0.160742 25.792 27.865 0.644801 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
129.3750 80.2688 6.47612 0.430870 0.321936 0.153567 29.304 31.950 0.861294 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
135.0000 80.2688 6.64894 0.432761 0.327923 0.159462 35.273 38.462 1.000000 0.277419 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
140.6250 80.2688 6.48751 0.430287 0.320904 0.153274 44.980 48.046 1.000000 0.866918 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
146.2500 80.2688 5.89986 0.421739 0.295250 0.131014 55.290 57.911 1.000000 1.000000 0.612936 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
151.8750 80.2688 5.65460 0.418422 0.284509 0.121877 51.687 54.125 1.000000 1.000000 0.424559 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
157.5000 80.2688 6.53620 0.433169 0.327370 0.157226 49.036 52.180 1.000000 1.000000 0.128404 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
163.1250 80.2688 6.30376 0.432932 0.323898 0.151407 47.869 50.897 1.000000 0.958763 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
168.7500 80.2688 6.42159 0.433439 0.326479 0.154759 44.340 47.435 1.000000 0.765700 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
174.3750 80.2688 6.96740 0.439360 0.344973 0.173373 38.760 42.228 1.000000 0.442366 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
180.0000 80.2688 6.92118 0.439140 0.344037 0.172110 40.446 43.888 1.000000 0.536086 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-174.3750 80.2688 6.03404 0.427745 0.309435 0.139813 35.468 38.264 1.000000 0.274607 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-168.7500 80.2688 6.84160 0.436574 0.337911 0.167689 24.953 26.920 0.586695 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-163.1250 80.2688 7.07394 0.439751 0.346866 0.176140 21.363 22.673 0.372076 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-146.2500 80.2688 6.03918 0.427191 0.308383 0.139431 25.020 26.698 0.601690 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-140.6250 80.2688 6.66014 0.435075 0.332770 0.162015 21.174 22.343 0.360830 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-135.0000 80.2688 6.97277 0.437420 0.341060 0.171497 20.502 21.633 0.329902 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-129.3750 80.2688 6.82816 0.436933 0.338498 0.167749 21.125 22.327 0.358018 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-118.1250 80.2688 5.46934 0.421099 0.286498 0.119255 36.146 38.531 1.000000 0.344897 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-112.5000 80.2688 6.11030 0.430234 0.315657 0.144045 41.192 44.073 1.000000 0.583883 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-106.8750 80.2688 6.90687 0.441329 0.348424 0.174055 50.400 53.882 1.000000 1.000000 0.136839 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-101.2500 80.2688 6.64086 0.431923 0.326133 0.158452 56.152 59.321 1.000000 1.000000 0.595130 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-95.6250 80.2688 6.98239 0.435999 0.338281 0.170261 55.667 59.072 1.000000 1.000000 0.559516 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-90.0000 80.2688 6.26580 0.426914 0.311124 0.144768 69.070 71.965 1.000000 1.000000 1.000000 0.461110 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-84.3750 80.2688 5.89737 0.422801 0.297324 0.131890 55.694 58.332 1.000000 1.000000 0.612936 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-78.7500 80.2688 6.79358 0.433262 0.330650 0.163275 35.406 38.672 1.000000 0.298974 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-73.1250 80.2688 6.14105 0.426865 0.309233 0.141669 31.881 34.715 1.000000 0.086230 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-56.2500 80.2688 5.37723 0.416335 0.275214 0.112850 47.098 49.355 1.000000 1.000000 0.147148 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-50.6250 80.2688 4.62147 0.405886 0.237833 0.084293 54.640 56.326 1.000000 1.000000 0.805062 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-45.0000 80.2688 4.30292 0.401485 0.220783 0.072466 52.670 54.119 1.000000 1.000000 0.797565 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
61.8750 74.7445 6.60633 0.435744 0.333507 0.161425 65.996 69.224 1.000000 1.000000 1.000000 0.144336 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
67.5000 74.7445 5.67024 0.427318 0.302804 0.130017 104.629 107.229 1.000000 1.000000 1.000000 1.000000 1.000000 0.490163 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
73.1250 74.7445 5.97888 0.423294 0.299607 0.134383 100.359 103.046 1.000000 1.000000 1.000000 1.000000 1.000000 0.508907 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
78.7500 74.7445 6.95051 0.433605 0.333121 0.167137 70.782 74.125 1.000000 1.000000 1.000000 0.573574 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
84.3750 74.7445 7.27563 0.438876 0.347079 0.179590 39.919 43.511 1.000000 0.567014 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
90.0000 74.7445 7.36000 0.439975 0.350100 0.182527 44.902 48.553 1.000000 0.863169 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
95.6250 74.7445 7.82350 0.446518 0.367275 0.199014 34.758 38.738 1.000000 0.249303 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
101.2500 74.7445 7.55806 0.444104 0.360230 0.191041 30.779 34.371 0.940019 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
106.8750 74.7445 7.38186 0.442107 0.354622 0.185242 28.719 31.743 0.816309 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
112.5000 74.7445 7.62477 0.445060 0.362732 0.193439 25.721 28.197 0.640115 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
118.1250 74.7445 7.55149 0.445475 0.362975 0.192391 26.173 28.694 0.655110 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
123.7500 74.7445 7.80384 0.449162 0.372525 0.201548 26.746 29.508 0.685101 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
129.3750 74.7445 7.62754 0.445624 0.363906 0.194109 26.482 29.123 0.680415 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
135.0000 74.7445 6.97692 0.436397 0.339027 0.170545 27.461 30.022 0.750705 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
140.6250 74.7445 6.59409 0.432191 0.326098 0.157626 26.844 29.095 0.714154 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
146.2500 74.7445 6.05679 0.424324 0.302870 0.137255 49.174 51.919 1.000000 1.000000 0.215564 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
151.8750 74.7445 5.52410 0.417145 0.279616 0.117405 77.230 79.578 1.000000 1.000000 1.000000 1.000000 0.133090 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
157.5000 74.7445 6.91350 0.439986 0.345703 0.172810 70.909 74.365 1.000000 1.000000 1.000000 0.410501 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
163.1250 74.7445 6.55691 0.435503 0.332419 0.160021 52.464 55.665 1.000000 1.000000 0.289602 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
168.7500 74.7445 6.42354 0.432122 0.323801 0.153524 36.387 39.458 1.000000 0.320530 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-118.1250 74.7445 5.61808 0.424287 0.295659 0.125957 41.576 44.095 1.000000 0.633555 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-112.5000 74.7445 6.78672 0.438230 0.340707 0.168121 38.336 41.699 1.000000 0.404878 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-106.8750 74.7445 7.05931 0.441041 0.349372 0.177164 35.638 39.181 1.000000 0.253052 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-101.2500 74.7445 6.10396 0.430220 0.315538 0.143873 47.238 50.115 1.000000 0.935333 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
-95.6250 74.7445 5.54114 0.420730 0.287069 0.120857 55.146 57.563 1.000000 1.000000 0.564202 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800 0.062800
