Lon Lat sand clay silt orgc ph bulkdensity cn soilc depth awc bedrockfrac andic pfixation
109.6875 85.0965 0.4911 0.2066 0.3022 0.00000 6.879 1500.0 12.0 0.0000 0.3530 42.96 0.0628 0.0000 0.0000
112.5000 85.0965 0.4394 0.2378 0.3228 0.00000 7.458 1500.0 12.0 0.0000 0.3421 43.19 0.0628 0.0000 0.0000
115.3125 85.0965 0.4273 0.2450 0.3276 0.00000 7.593 1500.0 12.0 0.0000 0.3438 43.77 0.0628 0.0000 0.0000
118.1250 85.0965 0.3878 0.2689 0.3433 0.00000 8.036 1500.0 12.0 0.0000 0.3445 45.05 0.0628 0.0000 0.0000
120.9375 85.0965 0.3503 0.3042 0.3455 0.00000 8.354 1500.0 12.0 0.0000 0.3358 44.71 0.0628 0.0000 0.0000
123.7500 85.0965 0.3643 0.2947 0.3410 0.00000 8.207 1500.0 12.0 0.0000 0.3594 47.45 0.0628 0.0000 0.0000
126.5625 85.0965 0.4708 0.2200 0.3092 0.00000 7.097 1500.0 12.0 0.0000 0.4254 52.50 0.0628 0.0000 0.0000
129.3750 85.0965 0.4736 0.2180 0.3084 0.00000 7.067 1500.0 12.0 0.0000 0.4697 57.85 0.0628 0.0000 0.0000
132.1875 85.0965 0.4636 0.2286 0.3078 0.00000 7.142 1500.0 12.0 0.0000 0.5224 64.63 0.0628 0.0000 0.0000
135.0000 85.0965 0.4982 0.2024 0.2994 0.00000 6.798 1500.0 12.0 0.0000 0.4543 55.00 0.0628 0.0000 0.0000
137.8125 85.0965 0.4890 0.2079 0.3031 0.00000 6.900 1500.0 12.0 0.0000 0.3662 44.63 0.0628 0.0000 0.0000
140.6250 85.0965 0.4101 0.2554 0.3345 0.00000 7.783 1500.0 12.0 0.0000 0.2889 37.22 0.0628 0.0000 0.0000
143.4375 85.0965 0.3721 0.2783 0.3496 0.00000 8.204 1500.0 12.0 0.0000 0.2376 31.40 0.0628 0.0000 0.0000
146.2500 85.0965 0.3920 0.2708 0.3372 0.00000 7.943 1500.0 12.0 0.0000 0.2040 26.54 0.0628 0.0000 0.0000
149.0625 85.0965 0.4846 0.2105 0.3049 0.00000 6.940 1500.0 12.0 0.0000 0.1935 23.66 0.0628 0.0000 0.0000
151.8750 85.0965 0.4531 0.2288 0.3181 0.00000 7.253 1500.0 12.0 0.0000 0.1749 21.88 0.0628 0.0000 0.0000
154.6875 85.0965 0.3980 0.2605 0.3414 0.00000 7.779 1500.0 12.0 0.0000 0.1636 21.28 0.0628 0.0000 0.0000
157.5000 85.0965 0.3394 0.2937 0.3668 0.00000 8.300 1500.0 12.0 0.0000 0.1594 21.57 0.0628 0.0000 0.0000
160.3125 85.0965 0.3190 0.3160 0.3650 0.00000 8.680 1500.0 12.0 0.0000 0.1412 19.26 0.0628 0.0000 0.0000
163.1250 85.0965 0.3724 0.2784 0.3492 0.00000 8.024 1500.0 12.0 0.0000 0.1558 20.58 0.0628 0.0000 0.0000
165.9375 85.0965 0.4061 0.2575 0.3364 0.00000 7.615 1500.0 12.0 0.0000 0.1725 22.28 0.0628 0.0000 0.0000
168.7500 85.0965 0.3998 0.2415 0.3587 0.00000 6.747 1500.0 12.0 0.0000 0.3309 43.39 0.0628 0.0000 0.0000
171.5625 85.0965 0.3638 0.2610 0.3752 0.00000 6.949 1500.0 12.0 0.0000 0.3387 45.54 0.0628 0.0000 0.0000
174.3750 85.0965 0.3334 0.2868 0.3797 0.00000 7.745 1500.0 12.0 0.0000 0.2933 40.05 0.0628 0.0000 0.0000
177.1875 85.0965 0.2848 0.3138 0.4014 0.00000 8.163 1500.0 12.0 0.0000 0.3422 48.25 0.0628 0.0000 0.0000
180.0000 85.0965 0.2670 0.3348 0.3983 0.00000 8.532 1500.0 12.0 0.0000 0.2971 42.14 0.0628 0.0000 0.0000
-177.1875 85.0965 0.2802 0.3102 0.4096 0.00000 7.592 1500.0 12.0 0.0000 0.4432 62.87 0.0628 0.0000 0.0000
-174.3750 85.0965 0.2760 0.3244 0.3995 0.00000 8.011 1500.0 12.0 0.0000 0.3319 46.93 0.0628 0.0000 0.0000
-171.5625 85.0965 0.2578 0.3425 0.3997 0.00000 8.784 1500.0 12.0 0.0000 0.2488 35.46 0.0628 0.0000 0.0000
-168.7500 85.0965 0.2804 0.3219 0.3977 0.00000 8.457 1500.0 12.0 0.0000 0.2737 38.59 0.0628 0.0000 0.0000
-165.9375 85.0965 0.3543 0.2795 0.3663 0.00000 7.957 1500.0 12.0 0.0000 0.3118 41.90 0.0628 0.0000 0.0000
-163.1250 85.0965 0.3497 0.2912 0.3592 0.00000 8.332 1500.0 12.0 0.0000 0.2597 34.84 0.0628 0.0000 0.0002
-160.3125 85.0965 0.2964 0.3186 0.3850 0.00000 8.953 1500.0 12.0 0.0000 0.2160 30.06 0.0628 0.0000 0.0000
-157.5000 85.0965 0.2963 0.3196 0.3841 0.00000 8.928 1500.0 12.0 0.0000 0.2110 29.36 0.0628 0.0000 0.0000
-154.6875 85.0965 0.2865 0.3163 0.3973 0.00000 8.513 1500.0 12.0 0.0000 0.2404 33.81 0.0628 0.0000 0.0004
-151.8750 85.0965 0.3170 0.2935 0.3895 0.00000 7.904 1500.0 12.0 0.0000 0.2931 40.51 0.0628 0.0000 0.0000
-149.0625 85.0965 0.3341 0.2800 0.3859 0.00000 7.398 1500.0 12.0 0.0000 0.4877 66.80 0.0785 0.0000 0.0000
-146.2500 85.0965 0.3554 0.2636 0.3810 0.00000 6.852 1500.0 12.0 0.0000 0.7260 98.26 0.0902 0.0000 0.0000
-143.4375 85.0965 0.3158 0.2785 0.4057 0.00000 6.428 1500.0 12.0 0.0000 1.0870 151.58 0.0950 0.0000 0.0000
-140.6250 85.0965 0.2996 0.2921 0.4083 0.00000 6.629 1500.0 12.0 0.0000 0.8171 114.88 0.1039 0.0000 0.0000
